Title,Abstract,Author,Aggregation_Type,Publisher,Publication_Date,Institutions,Keywords
Integrated transdisciplinary technologies for greener and more sustainable innovations and applications of Cleaner Production in the Asia–Pacific region,"In the last decade, the integrated transdisciplinary concepts and technologies for greener and more sustainable innovations and applications of Cleaner Production in the Asia–Pacific region have been developed and implemented extensively. The endeavor to develop more precise, reliable, and cost-effective tools and methods to assess the sustainability of the desired products and processes from Cleaner Production have been achieved. Regarding the two conferences, the International Conference on Green and Sustainable Innovation (ICGSI) and the International Thai Chemical Engineering and Applied Chemistry Conference (ITIChE2015), these conferences were co-organized to bring experts and researchers together from within and outside the Asia–Pacific region to foster development of new research ideas on green and sustainable innovation. The selected articles from these events are included within this Special Volume together with articles from the Cleaner Production community outside these events. The papers cover a wide range of topics relevant to the Cleaner Production concepts and applications, especially for greener and more sustainable innovations and of applications of life cycle assessment, ecological footprint, and other environmental and ecological assessment tools for making improvements in agricultural products, biodiesel and biogas production, CO2 reduction and utilization, and expansion of usage of alternative and renewable energies. The examples of life cycle thinking-based assessment techniques, together with progress in innovative technologies and their applications, strongly reflected the improvements made in practical applications of Cleaner Production in the Asia–Pacific region, in recent years.",Chareonpanich M.; Kongkachuichay P.; Donphai W.; Mungcharoen T.; Huisingh D.,Journal,Journal of Cleaner Production,2017-01-20,Kasetsart University;University of Tennessee,Cleaner production ;  Footprint analyses ;  Life cycle assessment ;  Products and processes ;  Sustainability ;  Sustainable innovation
"Retraction: Research on the Collaborative Innovation of Supply Chain Enterprises and the Transformation and Upgrading of Regional Economic (Proceedings - 2016 International Conference on Smart City and Systems Engineering, ICSCSE 2016 DOI: 10.1109/ICSCSE.2016.142)",,,Conference Proceeding,"Proceedings - 2016 International Conference on Smart City and Systems Engineering, ICSCSE 2016",2017-01-18,,
The Study on Smart City Construction Assessment Based on TOPSIS-'the Beijing-Tianjin-Tangshan City Clusters' as the Case,"In recent years, the smart city construction gradually becomes a major strategic move in cities at home and abroad, in order to solve a series of problems such as population energy and environment in city development. The smart city is a systematic project, of which the smart city construction assessment is the most important part. It has been few academical research studies with the smart city level evaluation now days. A case study of 'the Beijing-Tianjin-Tangshan City Clusters' has been covered in this paper and TOPSIS based on coefficient of entropy method has been employed in this case to assess the smart construction from several aspects: infrastructure, economic level, technology and innovation, livelihood, security, focusing on contribute to the smart city construction in order to provide a set of feasible evaluation system and help for the smart city construction.",Liu Y.,Conference Proceeding,"Proceedings - 2016 International Conference on Smart City and Systems Engineering, ICSCSE 2016",2017-01-18,Hunan City University,Beijing-Tianjin-Tangshan City Clusters ;  construction assessment ;  smart city construction ;  TOPSIS method
Research on the Collaborative Innovation of Supply Chain Enterprises and the Transformation and Upgrading of Regional Economic,"In this paper, the problem of economic transformation of supply chain enterprises based on collaborative innovation is studied, and the corresponding index evaluation model is put forward to determine the strategy and scheme to solve the problem. The results show that in order to solve the problems of knowledge, technology security, belonging, benefit distribution, need to put forward the suitable scheme of supply chain enterprise transformation, large correlation between the 5 evaluation indexes were selected by correlation analysis and the evaluation model was constructed by the method of variation coefficient, the scheme of economic transformation of supply chain enterprises is put forward by the order of index weight, which is: Identify strategic objectives of collaborative innovation→Set up the corresponding efficient work platform→Echelon formation of inter-enterprise cooperation→Set up the corresponding management mechanism→Improve performance evaluation system.",Zhang L.,Conference Proceeding,"Proceedings - 2016 International Conference on Smart City and Systems Engineering, ICSCSE 2016",2017-01-18,Shandong Yingcai University,Collaborative Innovation ;  Correlation Coefficient Method ;  Economic Transition ;  Supply Chain ;  Variation Coefficient Method
Research on Science and Technology Service Sharing Platform Based on Cloud Computing Technology,"Based on the existing problems of science and technology service platform, we put on the sharing platform design using cloud computing technology. It will integrate the upstream and downstream enterprises, the operators of science and technology service platform into a unified application. Resources agglomeration will realize on the public virtual service platform based on cloud. It will form a public and commercial operation pattern coexisting network ecosystem, even across service integration of resources, so as to realize service pattern innovation.",Rui Q.; Ming Q.,Conference Proceeding,"Proceedings - 2016 International Conference on Smart City and Systems Engineering, ICSCSE 2016",2017-01-18,South China University of Technology,Cloud computing ;  Resource pool ;  Science and technology service platform.
Formative Assessment Research of Youth Science and Technology Innovation Curriculum Based on Mind Map,"Adolescence is a critical stage of the formation of a person's scientific and technological innovation quality, and all countries in the world attach great importance to the cultivation of the quality of teenagers' science and technology innovation. In view of the lack of innovative thinking tools and formative assessment methods in the youth innovation education in our country, in this paper, we put forward an innovative thinking and formative assessment method based on mind map, and realize it by software. Case studies show that the method and software tools can improve students' innovation efficiency significantly.",Zhou C.; Zhang Y.; Liu X.; Qi F.; Shuai P.,Conference Proceeding,"Proceedings - 2016 International Conference on Industrial Informatics - Computing Technology, Intelligent Technology, Industrial Information Integration, ICIICII 2016",2017-01-18,Shanghai University,formative assessment ;  Kivy ;  mind map ;  youth science and technology innovation
Software Defined Networking concepts and challenges,"Software Defined Networking (SDN) is an emerging networking paradigm that greatly simplifies network management tasks. In addition, it opens the door for network innovation through a programmable flexible interface controlling the behavior of the entire network. In the opposite side, for decades traditional IP networks were very hard to manage, error prone and hard to introduce new functionalities. In this paper, we introduce the concepts & applications of SDN with a focus on the open research challenges in this new technology.",Mousa M.; Bahaa-ElDin A.; Sobh M.,Conference Proceeding,"Proceedings of 2016 11th International Conference on Computer Engineering and Systems, ICCES 2016",2017-01-17,Faculty of Engineering Ain Shams University,
"Triz theory-based research on innovation, transformation and upgrading strategies of emerging technology industry","With the purpose to eliminate the choke points occurred in the emerging technology industry during the process of technique innovation, transformation and upgrading, this paper, taking emerging technology industry in Ningbo as the subject, systematically studies the application of Triz Theory in enterprise innovation, transformation and upgrading strategies. In addition, enterprises innovation strategies are developed based on Triz Theory, from which the enterprises technology innovation and management innovation are better guided. Furthermore, the putting forward of technological innovation strategies of emerging industry lays a solid theoretical foundation for the innovation, transformation and upgrading of enterprises.",Ruibin X.; Jian Z.; Chunsong K.,Conference Proceeding,ACM International Conference Proceeding Series,2017-01-14,Ningbo Polytechnic,Emerging technology industry ;  Innovation ;  Transformation and upgrading ;  Triz theory
Discussion of the green technology innovation in view of the ecological governance-the case study on the new energy vehicle technology,"The Green Technology Innovation (GTI) is an effective way to deal with the problems of ecological environment. Taking the New Energy Vehicle (NEV) technology as an example, it has been explored that the roles of the government, enterprises, the public, universities and research institutions in the green technology innovation by use of big data. The results have shown that enterprise innovation capacity was improved increasingly due to large market green demand and more scientific research institutions participated in the green technology innovation research field because the policy support was enlarged constantly in recent years. However, there still are some problems and weaknesses to overcome. In order to protect ecological environment, it's important to optimize supporting policies and innovative modes of enterprises. Encouraging the whole society to take part in the green technology innovation and forming green consumption consciousness are needed.",Shiheng Z.; Tao H.; Wei S.; Guangde Z.,Conference Proceeding,ACM International Conference Proceeding Series,2017-01-14,Wuhan University of Science and Technology,Big data ;  Ecological governance ;  Governmental regulations ;  Green technology innovation ;  New energy vehicle
Reaction: Benign by Design Demands Innovation,"Prof. Long joined the Department of Chemistry in 1999 after holding positions at Eastman Kodak and Eastman Chemical, and he currently serves as the director of the Macromolecules Innovation Institute at Virginia Tech. Recent recognitions include an AAAS fellowship, ACS fellowship, ACS PMSE Cooperative Research Award, ACS POLY Mark Scholar Award, and the 2015 Virginia Outstanding Scientist award. His interdisciplinary research program focuses on structure, property, processing, and performance relationships of tailored macromolecules. Current interests include materials for additive manufacturing, photo-reactive polymers, block and segmented copolymers, polymer packaging, ion-containing polymers, adhesive science, and high-performance engineering polymers.",Long T.,Journal,Chem,2017-01-12,Virginia Polytechnic Institute and State University,
Control of perishable goods in cold logistic chains by bionanosensors,"Nanotechnology can contribute to food security in supply chains of agri production-consumption systems. The unique properties of nanoparticles have stimulated the increasing interest in their application as biosensing. Biosensing devices are designed for the biological recognition of events and signal transduction. Many types of nanoparticles can be used as biosensors, but gold nanoparticles have sparked most interest. In the work presented here, we will address the problem of fruit and vegetable decay and rotting during transportation and storage, which could be easily generalized also onto post-harvest loss prevention in general. During the process of rotting, different compounds, including different gasses, are released into the environment. The application of sensitive bionanosensors in the storage/transport containers can detect any changes due to fruit and vegetable decay and transduce the signal. The goal of this is to reduce the logistics cost for this items. Therefore, our approach requires a multidisciplinary and an interdisciplinary approach in science and technology. The cold supply chain is namely a science, a technology and a process which combines applied bio-nanotechnology, innovations in the industrial engineering of cooling processes including sensors for temperature and humidity measurements, transportation, and applied mathematics. It is a science, since it requires the understanding of chemical and biological processes linked to perishability and the systems theory which enables the developing of a theoretical framework for the control of systems with perturbed time-lags. Secondly, it is a technology developed in engineering which relies on the physical means to assure appropriate temperature conditions along the CSC and, thirdly, it is also a process, since a series of tasks must be performed to prepare, store, and transport the cargo as well as monitor the temperature and humidity of sensitive cargo and give proper feedback control, as it will be outlined in this chapter. Therefore, we shall discuss how to break the silos of separated knowledge to build an interdisciplinary and multidisciplinary science of post-harvest loss prevention. Considering the sensors as floating activity cells, modelled as floating nodes, in a graph of such a system, an extended Material Requirement Planning (MRP) theory will be described which will make it possible to determine the optimal feedback control in post-harvest loss prevention, based on bionanosensors. Therefore, we present also a model how to use nanotechnology from the packaging facility to the final retail. Any changes in time, distance, humidity or temperature in the chain could cause the Net Present Value (NPV) of the activities and their added value in the supply chain to be perturbed, as presented in the subchapter. In this chapter we give the answers to the questions, how to measure the effects of some perturbations in a supply chain on the stability of perishable agricultural goods in such systems and how nanotechnology can contribute with the appropriate packaging and control which preserves the required level of quality and quantity of the product at the final delivery. The presented model will not include multicriteria optimization but will stay at the NPV approach. But the annuity stream achieved by improved sensing and feedback control could be easily combined with environmental and medical/health criteria. An interdisciplinary perspective of industrial engineering and management demonstrates how the development of creative ideas born in separate research fields can be liaised into an innovative design of smart control devices and their installation in trucks and warehouses. These innovative technologies could contribute to an increase in the NPV of activities in the supply chains of perishable goods in general.",Bogataj D.; Drobne D.,Book,"Materials Science and Engineering: Concepts, Methodologies, Tools, and Applications",2017-01-11,Univerza v Ljubljani;Universidad Politecnica de Cartagena,
Teaching and Learning of Divergent & Convergent Thinking Skills using DCT,"Enriching design and creative thinking skills is unaccountably vital in these times of rapid changes and highly competitive pressure for elevated innovation. Thus training engineering undergraduates in design thinking form a substantial role in their making. Divergent and Convergent thinking skills are one of the most predominant design thinking skills which are needed to tailor novel and innovative solutions to a given problem. In an earlier study steered by Reddy (2016) [1], an intervention was proposed and executed, which amalgamated developing both divergent and convergent thinking during the multiple phases of problem solution in engineering. The above mentioned intervention used open problem solving and the method of scaffolding as a means of integrating these thinking skills in student training. The Intervention was conceptualized and employed in natural settings in order to investigate the ecological validity of the proposed intervention. The first iteration of the Design Based Research (DBR) exhibited significant improvisation in students thinking skills in both divergence and convergence. The present study makes an effort towards realizing the need of a tool to accustom the intervention designed by Reddy. We propose a system which integrates open problem solving and the process of training students' develop their divergent and convergent thinking skills. The various features of the tool are upheld in a way that can effectively result in high performance of the desired thinking skills. Through this study we explore the second cycle of DBR as an extension of study geared by Reddy, by effectively rendering a technology enhanced learning environment in the form of a Web Based learning Tool (WBLT). The sample comprised of a mixture of MSc/MCA/BE or equivalent students (n=15). The most significant finding was that the Divergence and Convergence Thinking Skills showed noteworthy upsurge when student performance was evaluated and compared against their pre-test. The role of the tool in increasing these design thinking skills is being studied in this paper and the usability reported.",Pathan R.; Khwaja U.; Reddy D.; Kamat V.,Conference Proceeding,"Proceedings - IEEE 8th International Conference on Technology for Education, T4E 2016",2017-01-11,Goa University;Indian Institute of Technology Bombay,Design Thinking Skills ;  Divergent and Convergent Thinking Skills ;  Open Problem ;  Scaffolds
Technological entrepreneurship for IT/IS innovations and inventions,"Exploitation of university research have been recognized as an important driving force for technology transfer and societal benefit. However, the level of success of commercialization of inventions (innovations) for IT/IS (and engineering) from higher institution to industry is insufficient. There is a paucity of agreed commercialization in terms of execution processes to support inventions of prototypes moving from laboratories to the right market which are more apparent in muslim world (ummah). This article proposes a conceptual framework to investigate the commercialization of research outcomes for IT invention (innovation) from the research centers to facilitate the commercialization objective. The research aims to carry out selective case studies in the technology and science park with venture capitalist and firms from industry in the university commercialization program engagement. The framework propose an investigation based on resource based perspective and dynamic capabilities Eisenhardt & Martin, 2000). This research is expected to offer a research commercialization model and practical contribution for successful commercialization and licensing among academics entrepreneurs in Muslim world.",Amboala T.,Conference Proceeding,"Proceedings - 6th International Conference on Information and Communication Technology for the Muslim World, ICT4M 2016",2017-01-11,,"""Academic entrepreneurs"" ;  ""IT/IS invention (innovation)"" ;  ""Technological entrepreneurship"""
Diversifying engineering education: A transdisciplinary approach from RWTH Aachen university,"Engineers and therefore engineering education are challenged by the increasing complexity of questions to be answered globally. The education of future engineers therefore has to answer with curriculums that build up relevant skills. This chapter will give an example how to bring engineering and social responsibility successful together to build engineers of tomorrow. Through the integration of gender and diversity perspectives, engineering research and teaching is expanded with new perspectives and contents providing an important potential for innovation. Aiming on the enhancement of engineering education with distinctive competencies beyond technical expertise, the teaching approach introduced in the chapter represents key factors to ensure that coming generations of engineers will be able to meet the requirements and challenges a changing globalized world holds for them. The chapter will describe how this approach successfully has been implemented in the curriculum in engineering of a leading technical university in Germany.",Steuer L.; Bouffier A.; Gaedicke S.; Leicht-Scholten C.,Book,Strategies for Increasing Diversity in Engineering Majors and Careers,2017-01-10,Rheinisch-Westfälische Technische Hochschule Aachen,
The research and practice of the blended learning mode in the construction courses,"A new mode of modern vocational education curriculum has been found, after lots of practices and researches having been done by many researchers in two courses-""Building mechanics and structure"" and ""reinforced concrete engineering construction"". Based on the goal of cultivating students' abilities of independent learning, innovation and lifelong learning, these practices and researches are combined with SPOC(Small Private Online Course) and MOOC(Massive Open Online Couses), flipped classroom and blended learing. Before teaching, teachers should make various teaching videos, texts and other materials of knowledge points by a special learning platform. Students can choose which way to learn according to their tastes, and complete the online test left by teachers. According to the online test, students can know about their own learning situation and teachers can analyze test results so as to determine which key-points and difficult-points needed to be explained in the class. In theclasses, the teacher will firstly make a detailed explanation of the problems from the online test, and then give the class-task. Students should complete the task independently and collaboratively, and evaluate each other. The teacher will do the final judgment. After class, teachers assigned thehomework according to the learning content. Students consolidate, strengthen and improve their studies in the process of completing their homework.",Wang M.,Conference Proceeding,ACM International Conference Proceeding Series,2017-01-10,Shandong Vocational College of Science and Technology,Flipped Classroom ;  Independent learning ;  Informatization ;  Lifelong learning ;  Workplace
Consuming use orientated product service systems: A consumer culture theory perspective,"Research suggests that product service systems (PSS) may usefully form part of the mix of innovations necessary to move society toward more sustainable futures. However, PSS implementation rates are disappointingly low and an implementation gap has emerged. Drawing on consumer culture theory (CCT), this paper provides insights to help resolve this issue in business to consumer markets. Since consumption of use orientated PSS is analogous to access based consumption, six dimensions of access are set out to analyse a case study of infant car seat provision. Five outcomes are derived from the analysis and these include partial identification with accessed product and interplay of use and symbolic value. This analysis questions the view that PSS do not create sufficient value to overcome a preference for ownership in western societies. Rather, PSS consumption is likely to arise when both functional and symbolic value are extracted by consumers and when PSS are promoted to appropriate consumer groups such as ‘nomads’. Further research is needed to explore these phenomena and address the issues they raise in PSS design processes.",Catulli M.; Cook M.; Potter S.,Journal,Journal of Cleaner Production,2017-01-10,The Open University,Consumer culture theory ;  Diffusion ;  Infant care products ;  Product service systems ;  Sustainable futures
The electric road system transition from a system to a system-of-systems,"Electric roads have had a pleasant journey through the research landscape but are now about to enter the 'valley of death.' The basic technologies for dynamic power transfer from the road to vehicles in motion has been developed through various research projects across the globe, largely supported by public funding. Electric road systems (ERS) will soon be tested on public roads, but is still a long way from constituting a large-scale commercial system. While ERS has gained recognition as a technological solution, few studies address the necessary system transition from a holistic perspective. This article addresses this gap by presenting the state of the art of ERS and examining future use case scenarios and stakeholder implications. The purpose of this article is accordingly to examine how ERS not only constitutes a technical development challenge, but also radically increases technical, business, and systems complexity. This article illustrates how ERS will likely evolve from a system to a system of systems and the likely changes in the business and system architecture occurring during this transformation will be analyzed. Finally, future challenges will be discussed.",Tongur S.; Sundelin H.,Conference Proceeding,"2016 Asian Conference on Energy, Power and Transportation Electrification, ACEPT 2016",2017-01-09,RISE Viktoria;The Royal Institute of Technology (KTH),Electric vehicles ;  Innovation management ;  Road transportation ;  System-of-systems architecture ;  Systems-of-systems
Essentials of engineering leadership and innovation,"This book is a must-have resource for those engineering professionals seeking out best practice in engineering leadership and innovation. It is underpinned by years of applied experience in engineering settings, and is designed to develop and prepare engineers as leaders to accept the technical and managerial challenges that they will face as professionals. At a time when engineering and innovation in technology is of importance on so many fronts, this text encourages engineers and technical professionals to become effective, socially conscious leaders and innovators. The text and course material is designed to create an environment of interactive, high-engagement learning that will produce lifelong skills. Some of the many benefits of this book include: Accompanying notes, instructor's manual, sample syllabi for qualifying textbook adoption; A complementary website with a wealth of ancillary resources; Case studies in STEM contexts; An international approach, underpinned by years of experience in US settings; Practical advice on how to distinguish yourself as an engineering leader; A solid grounding in ethics and professional responsibility. Drawing together best practice in engineering leadership education, and current research in the field, this book is an essential read for those wishing to develop expertise in engineering leadership. Current professionals in the field, educators as well as students of engineering wishing to excel, will all be particularly interested readers.",McCauley P.,Book,Essentials of Engineering Leadership and Innovation,2017-01-06,,
Neural recording and modulation technologies,"In the mammalian nervous system, billions of neurons connected by quadrillions of synapses exchange electrical, chemical and mechanical signals. Disruptions to this network manifest as neurological or psychiatric conditions. Despite decades of neuroscience research, our ability to treat or even to understand these conditions is limited by the capability of tools to probe the signalling complexity of the nervous system. Although orders of magnitude smaller and computationally faster than neurons, conventional substrate-bound electronics do not recapitulate the chemical and mechanical properties of neural tissue. This mismatch results in a foreign-body response and the encapsulation of devices by glial scars, suggesting that the design of an interface between the nervous system and a synthetic sensor requires additional materials innovation. Advances in genetic tools for manipulating neural activity have fuelled the demand for devices that are capable of simultaneously recording and controlling individual neurons at unprecedented scales. Recently, flexible organic electronics and bio- and nanomaterials have been developed for multifunctional and minimally invasive probes for long-term interaction with the nervous system. In this Review, we discuss the design lessons from the quarter-century-old field of neural engineering, highlight recent materials-driven progress in neural probes and look at emergent directions inspired by the principles of neural transduction.",Chen R.; Canales A.; Anikeeva P.,Journal,Nature Reviews Materials,2017-01-04,MIT School of Engineering,
A qualitative research on the difference of expectation to NPD related to two occupational categories in Japanese enterprises,"Although it has been said that conceiving potential needs and customers is important for realizing innovations, companies have had difficulty in getting through new product development (NPD) looking toward the prospective demand because of high risk. Former studies have shown that there are differences of NPD strategies employed by companies depending on whether one aims NPD for potential needs or not. This study focuses not on the differences of NPD strategies in companies but on what each occupation expects for NPD. Several open-end-type questionnaire surveys on employees from Japanese companies who have experienced medium to long term perspective idea generating workshops have revealed that occupational categories can be divided into two groups by the differences of expectation to NPD; rapid-fire NPD expectation group and late bloomer NPD expectation group. The former group which consists of marketing experts and engineering experts, tends to expect just responding to existing needs and gaining profit expeditiously in NPD, and the latter that comprises of design experts and research experts, tends to expect realizing future innovations in NPD. This study implies the confrontation with two occupation groups prevent Japanese enterprises from realizing future innovations.",Furue N.; Washida Y.,Conference Proceeding,"PICMET 2016 - Portland International Conference on Management of Engineering and Technology: Technology Management For Social Innovation, Proceedings",2017-01-04,Hitotsubashi University,
Fuzzy Front End integration: Describing roles and defining boundaries on multi companies,"The Fuzzy Front End (FFE) is the early phase of the Product Development Process, responsible for the idea generation and an important driver of Innovation success, but with difficulties such as its dynamism and ambiguity. The models developed in the literature have not discussed the roles and activities. To tackle this issue, this research aims to examine the division of labor and its logic in a complex industry. The main question that guided this research is 'how is the integration among companies in the FFE in a complex industry?' This is a qualitative and exploratory research, based on multiple-cases-studies, analyzing the projects of chain constituent parties of the packaging industry, which has a complex and problematic relation among its parties, Brand Owner, Design Agencies and Packaging Producers. Each project was classified by type of innovation, strategy, the way of relationship among companies; and checked the division of labor for activities of opportunity identification, target and technology evaluation, ideas generation and screening; explaining the logic of involvement of each company in each project. There are different roles among the agents because some contingencies such as degree of strategic importance, degree of novelty, reputation, and reliability mediated their relationships.",Schreiner L.; Nascimento P.; Thomaz M.,Conference Proceeding,"PICMET 2016 - Portland International Conference on Management of Engineering and Technology: Technology Management For Social Innovation, Proceedings",2017-01-04,Universidade de São Paulo,
Art thinking beyond design thinking Mazda design: Car as art,"This research proposes the importance of art-thinking as compared with design-thinking, using a case study of Mazda. The Japanese automobile firm has been introducing a series of successful new products in the past few years, featuring art-thinking approach. Mazda publicly declares that 'the car is art,' and has been winning numerous design awards. In our definition, design-thinking tries to meet specific customer needs, while art-thinking pursues more fundamental values. There are two critical differences between the two. First, art-thinking focuses more on fundamental values than specific customer needs. Artists try to express their emotions and beliefs. Second, with art-thinking, designers would not compromise themselves easily, partially because they pursue internal expression. The purpose of this paper is to develop a theory of art-thinking and to investigate its actual application with in-depth study of Mazda. Design team at Mazda led by a charismatic design director, Ikuo Maeda, has been working on car design motivated by art-thinking. We have interviewed five chief designers and Ikuo Maeda to achieve these research purposes. We believe that this paper proposes the importance of a concept of art-thinking for social innovation, using empirical evidences from Mazda case.",Nobeoka K.; Kimura M.,Conference Proceeding,"PICMET 2016 - Portland International Conference on Management of Engineering and Technology: Technology Management For Social Innovation, Proceedings",2017-01-04,Hitotsubashi University,
How to motivate external open innovation-partners: Identifying suitable measures,"Shorter product life cycles require shorter innovation cycles which forces companies to launch new innovative products on the market at increasingly shorter intervals to stay competitive. A promising approach to face this challenge is described as the new paradigm of Open Innovation (OI) where knowledge of external partners (e.g. suppliers, product users or universities) is used to accelerate the company internal innovation process. Thereby, the motivation of external partners is, among other things, crucial for the success of an OI-collaboration. So far there is no systematic approach available in literature that provides guidance for finding the right 'levers' to motivate these external partners to contribute their knowledge within an Ol-collaboration. For this purpose, the present paper provides a methodology for identifying appropriate measures to motivate external partners depending on the type of cooperation (e.g. Idea Platform, Lead-User-Workshop or Cross-Industry Innovations). Based on existing models in the research field of motivation psychology, suitable motivational factors are derived and considered. Finally, an interactive software-tool for raising the usability of the methodology is introduced.",Holle M.; Elsesser L.; Schuhmacher M.; Lindemann U.,Conference Proceeding,"PICMET 2016 - Portland International Conference on Management of Engineering and Technology: Technology Management For Social Innovation, Proceedings",2017-01-04,Technische Universität München,
RIS3 in the context of northern Mexico: Lessons learned in the process of drafting state innovation agendas,"Research and Innovation Strategies for Smart Specialization (RIS3) methodology has been tested in Europe for the development of agendas for territorial economic transformation. In 2014 RIS3 was adapted in Mexico to define innovation agendas for each of the 32 states of the country. This process was promoted by the National Council for Science and Technology and the authors of this paper participated in the development of the agendas of seven states in northern Mexico. Based on this experience, this paper analyzes the process carried out to develop these agendas, which included the following main stages: identification of the areas for Smart specialization; integration of governance bodies and advisory groups; organization of consensus - building workshops to identify priority innovation programs and roadmaps to achieve their objectives. This paper describes the process in detail, recognizing the main stakeholders participating in the process and the main factors favoring or hindering it. The role of government, academic and industrial sectors' representatives is evaluated under specific circumstances of access to critical information, political motivations and a short-term vision. Based on this analysis, the lessons learned are presented and recommendations for further work in innovation policy are drafted with the intention of enriching this process in countries with little tradition of defining smart specialization sectors.",Solleiro J.; Castañón R.,Conference Proceeding,"PICMET 2016 - Portland International Conference on Management of Engineering and Technology: Technology Management For Social Innovation, Proceedings",2017-01-04,Universidad Nacional Autónoma de México,
"A model of academic community entrepreneurship (ACE): Initiation, innovation, and impacts of PICMET","Entrepreneurship is the process of creating problem solving system that generate knowledge and provide value. It is also seen as an innovation engine. It could be applied in many fields including academic community. This attempt of creating academic community can be view as an academic entrepreneurship. The impactful process of academic entrepreneurship is worthwhile to be noticed and shared. Because PICMET has shown a model of building a sustainable scholar community and its coordinating organization in the international level, it could be a successful case of academic community entrepreneurship (ACE) Model. ACE is focused on creating new value of academic and practical knowledge and social capital through participation and collaboration. As a scholar, the founder and his team could be an innovator as lead users in the academic community platform. It was a vigorous attempt of lead scholar in the Management of Engineering and Technology field. Its biannual rotation of the location with support of many international partners, publication of peer-reviewed proceeding, and department of ETM at the hosting institution are all contributing forces. The archive and ethnographic case studies are utilized to build refined ACE model with multiple layered process research. New model of entrepreneurial journey, entrepreneurial career staged ACE-HEROS model sheds light on the ACE model. This research aims to provide the platform of remembering and depicting engaged scholarship that has reached realm of academic entrepreneurship. The measuring of PICMET impact is still challenging but the qualitative categories are proposed to suggest some constructive response to the dedicated academic entrepreneur and community. This is also a call for collaborative researches on our community in the future.",Cha M.,Conference Proceeding,"PICMET 2016 - Portland International Conference on Management of Engineering and Technology: Technology Management For Social Innovation, Proceedings",2017-01-04,Maseeh College of Engineering and Computer Science;Changwon National University,
University-industry cooperation in Taiwan technological and vocational education across academic discipline,"University-industry cooperation is not only a promotion of research but also an economic activity. It is essential for the purpose of science development and technology innovation. Vocational education plays an important role in product development and technology research in Taiwan. This study surveyed the performance of university-industry cooperation on productivity of patent, paper and resources of funding across eight academic disciplines in Taiwan technological and vocational institutions by providing an overview of research productivities and funding resources. The results reveal that college of agriculture, college of engineering and college of design perform quite well in university-industry cooperation with better mean of patent, paper and funding.",Zhou W.; Chen C.; Kiang Y.; Chang K.,Conference Proceeding,"PICMET 2016 - Portland International Conference on Management of Engineering and Technology: Technology Management For Social Innovation, Proceedings",2017-01-04,CTBC Business School;Wuhan University;Hunan Agricultural University;Taiwan Shoufu University,
"Evaluating inclusive innovative performance: The case of the eHealth system of the Western Cape Region, South Africa","This paper presents a theoretical framework for determining the inclusive innovative performance of the eHealth innovation system in the Western Cape region in South Africa. The authors critically reflect on exclusion and inclusion as a process and draws on the innovation systems approach towards developing a possible set of inclusive innovation performance indicators. The inclusive innovation system literature is still in its infancy with most of the contributions being theoretical and conceptual with a lack of empirical work. Apart from being unclear of what such a system would actually look like in reality, there is also a lack of clear methodologies for the analysis of inclusive innovation systems. The analysis method of the Technological Innovation Systems literature was found to be the most appropriate and was adapted in this research. This entails the nature of innovations required; actors involved and the relations among each other; the type of learning they take on; and the institutional environment they are operating in. From the literature an eight step framework was developed as follows: 1) Define the inclusive innovation system in focus; 2) Identify structural components; 3) Identify functions; 4) System failure approach; 5) Inducement and blocking mechanisms; 6) Phase of development; 7) Assessing functionality and setting process goals; 8) Addressing key policy issues. The framework summarizes and sets out the theoretical underpinning for the empirical stage, on which this framework will be applied, to improve the general understanding of the innovative performance of the eHealth innovation system in the Western Cape region in South Africa.",Van Der Merwe E.; Grobbelaar S.,Conference Proceeding,"PICMET 2016 - Portland International Conference on Management of Engineering and Technology: Technology Management For Social Innovation, Proceedings",2017-01-04,Stellenbosch University;Centre for Research on Evaluation;DST-NRF Centre of Excellence in Scientometrics and Science,
Positioning social entrepreneurship research in the field of entrepreneurship research,Social Innovation (SI) is becoming a more important concept in research and business. Various researches on SI are related to CSR of major companies and management systems of NPOs.,Kuroda T.; Iwami S.; Sakata I.,Conference Proceeding,"PICMET 2016 - Portland International Conference on Management of Engineering and Technology: Technology Management For Social Innovation, Proceedings",2017-01-04,The University of Tokyo,
Analysis on science & technology innovation and its culture in China,"Innovation is the distinctive theme of our times and innovation spirit is the greatest Zeitgeist. Innovation is the best generalization on human society but also the exemplification of Zeitgeist and soul. Competition in current is the competition of talent and science & technology strength, and innovation is the essence of science & technology. That can be found by looking back the history of society development times focus has shifted to cultural development from politics and economy, at the same time, science & technology innovation has a rich cultural heritage. The culture in science & technology innovation is an important part of the whole social cultural system, and is the collective result of participating in science & technology innovation activities, and its evolution originates actions from science & technology innovation subjects. Based on culture, science & technology innovation regulates the innovators' behaviors and provides the most lasting and stable strong power for social economic development.",Qi P.; Zheng M.; Wang G.,Conference Proceeding,"PICMET 2016 - Portland International Conference on Management of Engineering and Technology: Technology Management For Social Innovation, Proceedings",2017-01-04,Institutes of Science and Development;China Research Institute for Science Popularization,
