Title,Abstract,Author,Aggregation_Type,Publisher,Publication_Date,Institutions,Keywords
A study of design methodology to develop improved door system of a vehicle,"In the past few years, technological innovations in the automobile industry took vehicle performance to the next level. One such innovation is frame integrated panel door. This type of door helps automobile companies to have the advantages of both conventional panel and frame type doors. Though it has a good number of advantages, there are some drawbacks too. It requires improvements in its quality, NVH performance, weight and etc. Quality of a door is low due to the limitations in structural design and manufacturing technologies. And it is difficult to have a robust structure which leads to degradation of key performing factors such as NVH. For a lightweight vehicle, it is important to design an optimized structure for saving weight, without compromising its performance. In order to overcome these drawbacks a new optimized design structure is required for door system. This Research paper is about a systematic design methodology for Development of a new optimized door structural design by a comprehensive engineering design analysis of existing design constrains and drawbacks. The design methodology is described as below. Step 1 is the System analysis. The correlation of all components constituting the door was schematized and their functional relationships were modeled to analyze door system. Step 2 is the Problem analysis. The occurrence-sequence mechanism for problems was enumerated and the root cause was analyzed by investigating up to the sub ordinate level components in door system. Step 3 is deriving the concepts. Using the theory of inventive problem solving techniques, new concepts were derived from a variety of parameters such as new structures, materials and manufacturing processes. Step 4 is the Specification optimization. New design is evaluated for possible optimization in its specifications. Based on evaluation result optimal specifications are selected. Step 5 is the performance evaluation. The performance is verified by evaluating the new structure of the system. Following the above design process, a new door system with an initial design objective was developed.",Choi J.,Journal,SAE Technical Papers,2019-04-02,Hyundai Motor Company,
Business process reengineering for the increase in the environmental friendliness of construction,"Some current trends and prospects of the world construction industry development from environmental economics position are presented in article. The increased role of innovations and their influence on the competitiveness of construction company in the context of economic, social and ecological components is analyzed. Reduction of some negative impact of all the types of technological processes of construction on the environment is connected with the growth of innovative opportunities. This research proves the need of overcoming technical and technological lag for the development of the construction industry by the means of introduction of business processes management instruments. Justification of reengineering as an effective way of transformation of the technology of construction production is made. The algorithm of stage-by-stage reengineering of business processes, offered in the article is the instrument of effective introduction of technological innovations in the construction companies according to current ecological requirements.",Shchepkina N.; Kramchaninova M.,Conference Proceeding,E3S Web of Conferences,2019-04-02,Volodymyr Dahl East Ukrainian National University;Moscow State University of Civil Engineering,
On the Way Towards Smart Engineering Systems,"Smart industrial and consumer products have gained widespread application in advanced industries. Their development and application enforced main changes in engineering, production and product operation. Engineering was forced to shift activities to the level of systems. Developing strategies in computer control of smart products resulted cyber physical systems (CPSs). The conventional physical level of product modeling was completed by behavior represented functional and logical levels. Demand for harmonizing theory and experience in engineering processes needed realistic contextual generic engineering model system (EMS) which was capable of serving engineering activities during the whole innovation and life cycle of product including model support of cyber units in CPS. By now, intelligent activities of engineering are concentrated around CPS modeling enabled EMS. Joining to this trend, the Laboratory of Intelligent Engineering Systems, Óbuda University started research in system level organized driving knowledge modeling methodology for EMS. Contributions in this paper are new general contextual model of smart industrial environment, a revised concept of virtual engineering space (VES), a possible method for intellectual property support of CPS related EMS representation, and a new concept of virtual laboratory for research in smart engineering.",Horvath L.,Conference Proceeding,"INES 2019 - IEEE 23rd International Conference on Intelligent Engineering Systems, Proceedings",2019-04-01,Obuda University,cyber physical system ;  engineering model system ;  smart engineering system ;  virtual engineering space ;  virtual laboratory
Testing of local control cabinet in gas insulated switchgear using design of simulation kit - Revista,"In order to keep generation and distribution of power at high priority, two switchgear playing a key role i) Air insulated Substation/Switchgear (AIS) ii) Gas Insulated Substation/Switchgear (GIS). Nowadays, the GIS innovation began with the view of broad essential research and from that point forward the administration encounter together with creative advancement work has presented this system to a sheltered and natural good, a most dependable and accessible component of the power supply. Controllers always play a significant role in the power sector. GIS has low-Local Control Cabinet (LCC) cost and can be utilized for indoor and open-air applications. The local control cabinet is controlling part in Gas Insulated Switchgear. Its task is to follow the logic and interlocks that are set accordingly. The Problem came across while testing LCC panel is studied in this paper and solution to this is found out. In this paper, a test kit for LCC is proposed which will work as a dummy GIS bay. The contact status is found out whether NO or NC by studying connection drawings. This status fed to the relays in the kit through PLC-HMI programming and testing will be done. The proposed test simulation kit allows conducting a full functional assessment of LCC panel, panel wiring, interlock wiring, component functioning etc.",Taur A.; Badave S.; Padmanaban S.; Bhaskar M.; Ramachandaramurthy V.; Holm-Nielsen J.,Conference Proceeding,"Proceedings - 2019 IEEE 13th International Conference on Compatibility, Power Electronics and Power Engineering, CPE-POWERENG 2019",2019-04-01,"Marathwada Institute of Technology, Aurangabad;Aalborg University;Prince Sultan University;Universiti Tenaga Nasional",Circuit Breaker ;  Gas Insulated Substation ;  Harting Connector ;  Local Control Cabinet ;  PLC-HMI programming ;  Switchgear
Proposed decision framework for smart product development in industry 4.0: An Indian Perspective,"Systematic and comprehensive studies focusing on smart product development from Industry 4.0 in Indian context are scarce as it is a novel concept requiring advancement in research for clear definitions and interpretations. This paper is a preliminary study that attempts to explore and prioritize critical factors on smart product development as proposed decision framework with reference to Industry 4.0 in Indian context. Critical factors identified are technology and innovation, system integration, collaborative engineering, lean systems and sustainability. Expert opinions have been captured for arriving at decision framework. TOPSIS method has been deployed to comprehend priority factors considered by practitioners and organizations. In terms of contribution the outcome of this study will enable practitioners for making real time decisions, with highly customized products in shorter lead time by efficient resource utilization. In addition, policymakers will develop meticulous understanding for designing contemporary policies in view of Industry 4.0 and its interrelated factors for smart products implementation, explicitly in Indian context through the proposed decision framework.",Jaiswal A.; Basu R.; Bhola P.,Conference Proceeding,"2019 6th International Conference on Control, Decision and Information Technologies, CoDIT 2019",2019-04-01,"Indian Institute of Technology Kharagpur;Indian Institute of Engineering Science and Technology, Shibpur",Critical factors ;  India ;  Industry 4.0 ;  Smart product development ;  TOPSIS
Research progress of fiber-reinforced composites and structures,"Due to the properties of light weight, high strength, flexibility of design and high durability, fiber-reinforced polymer (FRP) composites have become valuable materials in the field of infrastructure. Through structural innovation, fiber-reinforced composites can partly replace steel and concrete in producing structural components in order to satisfy the strength, stiffness and functional requirements of buildings, bridges and marine engineering structures. Scholars have conducted a lot of research and practice. Based on the relevant results, the research progress of fiber-reinforced composite structures is systematically summarized from four aspects: 1) in terms of constitute materials and manufacturing processes, the types and performance of reinforcing fiber, resin matrix and core material are introduced, and several typical manufacturing processes are described; 2) basic components and structural applications, including the composite tendons, profiles, tubes, plates and sandwich structures, and their machanical characteristics and main applications in civil engineering are introduced; 3) in terms of structural mechanics theory of composite materials, basic mechanical properties as well as impact, fatigue, creep properties and fire resistance are introduced in detail, and monitoring and design methods are also described; 4) in terms of durability of composite materials, the effects of temperature, humidity, ultraviolet radiation, erosion of chemical media (acids, alkalis, salts, etc. ), and the coupling of multi-factors on their durability are summarized, and the research status of durability improvement technologies is summarized. A systematic review of development status, limitations of application and prospects of the composite material structures in the infrastructure field is presented and the results can promote the research and engineering application of composite material structures.",Liu W.; Fang H.; Fang Y.,Journal,Jianzhu Jiegou Xuebao/Journal of Building Structures,2019-04-01,Nanjing Tech University,Component material ;  Composite structure ;  Durability ;  Manufacturing process ;  Mechanical property
Create an Automatic Uncertainty Elimination Tools in Software Engineering,"In Today's time, due to the advancement in innovations, Information Technology faces bunch of difficulties. These difficulties increment the conceivable outcomes of vulnerabilities in Software designing item advancement process. We are proposing a structure of automated uncertainty elimination technique which analyse, organised and develop patches to solve the issues caused by uncertainty. This is a stage wise action of uncertainty elimination. In our methodology, we examine the uncertainty and its sources and classify them. The Solution patches, based on the practice of learning from past experiences, are produced and applied on the problematic areas. This framework process also has auto feedback system which contains ""create solution patches"" and ""apply patches"" states. The process is reevaluated after the uncertainty removal. The paper is categorising as follows: First area contains the presentation. Second segment arranges the past work in uncertainty the executives and uncertainty appraisal. Third segment portrays the model phase of Automatic Uncertainty Removal Elimination (AURE) and its calculation and segment fourth includes the significance of AURE and offers our determination and an outline of future research.",Singh P.; Kumar Tewari R.,Conference Proceeding,"2019 International Conference on Automation, Computational and Technology Management, ICACTM 2019",2019-04-01,G. L. Bajaj Institute of Technology,proposal uncertainty management ;  uncertainty analysis ;  uncertainty measurement and solution patches ;  uncertainty origin
"Knowledge Management Technology, Knowledge Sharing and Learning - A Case Study","Modern day organizations focus on managing their intellectual capital as they have realized its potential in improving competitive advantage. Information technology (IT) companies, in particular, have implemented knowledge management systems in a bid to enhance productivity and foster innovation. This research work analyses the influence of knowledge management technology on the sharing of knowledge and learning. The study is carried out in the context of large Indian IT companies. A questionnaire survey was conducted among the top six Indian IT companies and data is analyzed using Partial Least Square - Structural Equation Modeling method. The results indicate that knowledge management technology positively impacts sharing and indirectly influences learning.",Rodrigues L.; Mathew A.,Conference Proceeding,"2019 International Conference on Automation, Computational and Technology Management, ICACTM 2019",2019-04-01,Manipal Institute of Technology,Information Technology ;  Knowledge Management Technology ;  Multivariate analysis ;  Software ;  Structural Equation Modeling
Internet of things in smart agriculture: Enabling technologies,"In this paper, an IoT technology research and innovation roadmap for the field of precision agriculture (PA) is presented. Many recent practical trends and the challenges have been highlighted. Some important objectives for integrated technology research and education in precision agriculture are described. Effective IoT based communications and sensing approaches to mitigate challenges in the area of precision agriculture are presented.",Salam A.; Shah S.,Conference Proceeding,"IEEE 5th World Forum on Internet of Things, WF-IoT 2019 - Conference Proceedings",2019-04-01,Prudential Financial;Purdue University,
Analyzing the engineering soft skills required by Moroccan job market,"Soft skills refer to a set of personal and interpersonal abilities that complete technical skills and improve engineers' employability. In a context of increased competition, education programs and outcomes need to be aligned to the workplace requirements. For this reason, engineering schools must maintain an effective communication with the professional world in order to identify and develop the required skills. This study aims at describing Moroccan job market demand for engineering soft skills. For this purpose, we have adopted a sequential exploratory design that integrates qualitative and quantitative research approaches. A qualitative phase was introduced in our previous study. It is used to identify the key soft skills required in international and national engineering education by studying accreditation standards and educational syllabus. In this paper we describe the quantitative phase that aims at determining the importance of the identified soft skills in the Moroccan labor market by analyzing engineering job ads. After conducting the reliability test using Cronbach's alpha, we have analyzed the content of 163 engineering job offers collected from Moroccan job websites. Our results reveal that efficiency, initiative, and autonomy are the most needed personal skills in engineering jobs. We also find that the most needed interpersonal skills are negotiation, English communication, French communication and team working. Project management and team management are the most needed managerial skills. Moroccan engineers must also develop innovation, technology, professional and ethical skills in order to meet job market demand. The results of this study will be beneficial for engineering education institutions to improve their curriculums and educational strategies.",Chaibate H.; Hadek A.; Ajana S.; Bakkali S.; Faraj K.,Conference Proceeding,"2019 International Conference on Optimization and Applications, ICOA 2019",2019-04-01,École Nationale Supérieure d’Electricité et de Mécanique,engineering soft skills ;  job ads ;  Moroccan job market ;  qualitative approach ;  quantitative approach ;  Reliability
Characteristics of the impact of an innovative information economy on employment,"This paper investigates the impact of information and communications technology on the sphere of employment and explores the relationship between employment and product and process innovations. The latest research has substantiated the fact that effective innovation activity at an organization requires an entire spectrum of skills in all different areas, including engineering, multimedia, computer graphics and design, information technology, and marketing research. This paper demonstrates the considerable gap in employment growth rates between production and services sectors. All production sectors have exhibited negative values, with only high-tech production and services posting growth in employment levels. The authors establish the role of scientific-technical progress in professional workforce preparation.",Denisova O.; Karsuntseva O.,Journal,International Journal of Engineering and Advanced Technology,2019-04-01,Samara State Technical University,Employment ;  Innovation-information economy ;  Process innovation ;  Product innovation ;  Scientific-technical progress
Student engagement in cross-domain innovation development and its impact on learning outcomes and career development in electrical engineering,"Education of students in electrical engineering must provide learning outcomes and enable the engineer of electrical engineering to work in the industry and use modern technological equipment with sophisticated automated electrotechnical equipment. Moreover, the learning process and its outcomes should provide students with the skills needed and appropriate for companies producing electrical, electronic and electromechanical equipment, including design, research and consulting. Due to this, the aim of this paper is to present an approach for efficient composition of lectures, practical work and individual work by correlating the different learning methodologies (like Problem-based learning) with mentoring process based on the design of prototypes. Such concept serves as a result of industry and academia collaboration and gives a new approach for the development of study programs based on future societal needs. The case study of electrical engineers' education on undergraduate and master level is presented in this paper as well.",Kunicina N.; Zabasta A.; Bruzgiene R.; Dubauskiene N.; Patlins A.; Ribickis L.,Conference Proceeding,"IEEE Global Engineering Education Conference, EDUCON",2019-04-01,Riga Technical University;Kaunas University of Technology,Education ;  Electrical engineering ;  Industry-focused curriculum
Research path that improves student engagement,"Tecnológico de Monterrey is working hard to promote research in its undergraduate students. Research Path (RP) program was designed to motivate those students with skills and a willingness to do research and innovation as part of their curriculum for any academic program at Tecnológico de Monterrey. Many learning outcomes and experiences have been achieved including international research papers, technical developments, industrial projects and several innovations. The RP program has been adjusted and improved based on our experience and how similar strategies are implemented in the top ranked universities (based on the QS World University Ranking and the Academic Ranking of World Universities). Promoting the students engagement to fill the space beyond the student's own learning and up to the frontier of knowledge on a subject is one of our key strategies. The main challenge is to maximize the motivational benefits of a research problem so that students are cognitive engaged; special emphasis to this strategy is analyzed/discussed since it has been crucial in the success of the RP. It is advisable that universities wishing to develop a research program for undergraduate students scan what other organizations are doing, their experiences and incorporate the best practices in order to facilitate the implementation and ensure its success.",Morales-Menendez R.; Cantú Ortiz F.; Ramirez N.; Fangmeyer J.; De Menendez A.,Conference Proceeding,"IEEE Global Engineering Education Conference, EDUCON",2019-04-01,The Catholic University of America;Tecnológico de Monterrey,Challenge-based learning ;  Educational innovation ;  Motivation ;  Research based learning ;  Student engagement
"Automation, technology transfer and managerial practices for organizational growth of SMEs. A smart curriculum for competitiveness","Continuous innovation has become a key factor in the global competition in order to acquire the additional factors of production and the new value adding processes, which are essential to keep a sustainable economy. Innovation and technological development in manufacturing automation, whereas on the one hand require changing operational processes and organizational modalities of work, further changing staff requirements for employees and entrepreneurs, on the other hand can help to create next-generation of enterprises, able to develop competitive solutions and innovative products. At the same time with innovative manufacturing approaches and methods, can born new professions, new knowledge and skills that will be more and more required to employees, managers and trainers. In this context, it is central to have innovative learning curricula for use of state-of-the-art technologies and this aspect demands manufacturing SMEs highly qualified staff. To enhance the competitiveness and the growth of businesses it is required the upskilling and training of employees to enable effective implementation of the business processes. This poses a significant challenge to SMEs, which often lack the funds and human resources to invest in staff training and translates into a distinct need to provide comprehensive upskilling and training programs in the form of smart learning solutions designed to enable SME personnel to pursue their training goals in a flexible, customizable and easy-to-access way. The research described in this paper sheds light on the perceived upskilling requirements of SME workers and the broad scope of manufacturing systems training materials developed by the innovative methodology of AuToMa smart learning system.",Casalino N.; Borin B.; Pizzolo G.; Cavallini S.,Conference Proceeding,"IEEE Global Engineering Education Conference, EDUCON",2019-04-01,LUISS University,Competitiveness ;  E-learning ;  Innovation ;  Learner-centred strategies ;  Managerial skills ;  Manufacturing smes ;  Self-learning ;  Smart learning environments
Benefits and challenges of distributed student activities in online education settings: Cross-university collaborations on a pan-european level,"In this paper we provide the first results obtained from an ongoing project on collaborations between Universities on blended learning courses in Innovation and Entrepreneurship. Using a design based research approach, all Universities participating in the pilot co-designed settings on how they will collaborate on a course, relying entirely on online tools and online materials. In total there were seven such cross-University collaboration settings, all of them using different key features, ranging from webinars (virtual classes), collaboration on a specific project, peer-review assignments, exchange of personnel, to an exchange of pedagogical methods. In this paper we report on the outcomes from a workshop in which the impressions from teachers and the students were presented for each collaboration. We analyze what worked well, and what did not, as well as recount he perceived value of the approaches taken by the collaborating Universities.",Pisoni G.; Marchese M.; Renouard F.,Conference Proceeding,"IEEE Global Engineering Education Conference, EDUCON",2019-04-01,Université de Rennes;Università di Trento;EIT Digital,
Promoting and implementing digital STEM education at secondary schools in Africa,"This paper discusses an ongoing initiative aimed at promoting and implementing digital STEM education at secondary schools in Africa. This initiative, coined Go-Lab Goes Africa (GO-GA), is an innovation action supported by the European Commission through its H2020 Framework Programme for Research and Technological Development in Information and Communication Technologies (ICT). The general vision and the implementation strategy are outlined in detail, as well as the challenges faced and results achieved during its first year.",Gillet D.; Tijani B.; Beheton S.; Farah J.; Dikke D.; Noutahi A.; Doran R.; Gomes N.; Rich S.; De Jong T.; Gavaud C.,Conference Proceeding,"IEEE Global Engineering Education Conference, EDUCON",2019-04-01,University of Leicester;École Polytechnique Fédérale de Lausanne;Universiteit Twente;ELimu Elearning Company (ELimu);NUCLIO - Núcleo Interativo de Astronomia;EtriLabs;MITO;IMC AG,Digital education ;  Inquiry learning ;  Learning platform ;  Online labs ;  Open educational resources ;  Stem education ;  Virtual labs
Work placement in higher education - Bridging the gap between theory and practice,"During the engineering education, the focus is on theoretical knowledge and less on the practical competence to be a professional engineer. To lead higher education into the future, it is critical to develop models and methods to prepare students for working life. As a mobilizing instrument, work placement is a method to strengthen the flow of knowledge within the innovation systems. Developing knowledge and transversal skills are critical to prepare students for working life. This paper describes the course 'Practical Engineering' integrated in the engineering bachelor programs at the University of South-Eastern Norway, Faculty of Technology, Natural Sciences, and Maritime Sciences (USN-TNM). The pilot project started up in 2015 in cooperation with The Research Council of Norway, regional government, industry and USN-TNM. From 2015 until 2018, 70 students have elected the course and more than 40 companies have offered a work placement. Data has been obtained through surveys and student reports from 2017-2018. The evaluation and feedback from both students and companies were satisfactory. In addition to fulfilling purpose and goals for the course, there are also several other positive side effects in the University-Business cooperation.",Immerstein R.; Hasleberg H.; Brathen T.,Conference Proceeding,"IEEE Global Engineering Education Conference, EDUCON",2019-04-01,University of South-Eastern Norway,Engineer ;  Innovation ;  Knowledge ;  Learning ;  University-business cooperation ;  Work placement
Transdisciplinary learning community: A model to enhance collaboration between higher education institutions and society,"The main challenges currently faced by Higher Education Institutions (HEI) to achieve their integration with social agencies, industry, and government are discussed. Faced with the demand for solutions to increasingly complex problems and the modernization of teaching approaches that address these problems, the TransDisciplinary Learning Community (TDLC) model is proposed as a dynamic path to help educational systems, specifically HEI, to face these challenges.",Lozoya-Santos J.; Guajardo-Leal B.; Vargas-Martínez A.; Molina-Gaytan I.; Román-Flores A.; Ramirez-Mendoza R.; Morales-Menendez R.,Conference Proceeding,"IEEE Global Engineering Education Conference, EDUCON",2019-04-01,Tecnológico de Monterrey;Intangent Intelectual Property,Educational innovation ;  Higher education institutions ;  Transdisciplinary research ;  Transversal competencies
A framework for constructing and assessing knowledge management systems for engineering institutes,"Knowledge management is a systematic approach to synchronize the efforts of an organization, to store, retrieve, use, and share knowledge, work information, and expertise of individuals and working teams in the organization to achieve its goals. In academia, knowledge is generated through human efforts exerted in education, learning, research, and innovation. Unlike the business sector, a limited number of studies have addressed knowledge management in academic institutions. The present work introduces a methodology to construct a knowledge management system for engineering institutes and proposes associated assessment tools for measuring institutional performance towards achieving its prescribed goals.",Soliman A.; Badawi A.; Elkordy M.; Al-Bahi A.,Conference Proceeding,"IEEE Global Engineering Education Conference, EDUCON",2019-04-01,King Abdulaziz University,Assessment ;  Knowledge management ;  Performance indicators
Beyond 2030 challenges of engineering education in an information systems driven world - An extraction based on research topics,"Engineering education has dealt with a broad range of different research topics. New challenges of innovation in information systems have attracted an increasing amount of interest. However, an overview to understand better the interplay and challenges in the field of engineering education research has yet to be adequately developed. This paper focuses on the challenges of engineering education beyond 2030 with an in-depth, explorative analysis of the top conferences in education. In addition, the topics of engineering education are combined with a literature review in the field of information systems. We identified four dimensions in engineering education and discuss these from an information systems perspective, especially on the design and outcome of learning resulting in a concept matrix. The results illustrate claims in four thematic areas, including knowledge, environment, cognition, and time. Examples include the administrative overhead for teachers or longitudinal considerations from K-12 to life long learning, the impact of digitalization on the learning environment with respect to communication, learning methods such as gamification, and thematic areas, such as globalization and accessibility.",Gottlieb M.; Utesch M.; Böhm M.,Conference Proceeding,"IEEE Global Engineering Education Conference, EDUCON",2019-04-01,Technische Universität München,Challenges ;  Engineering education ;  Information systems ;  Research topics
Knowledge generation in higher education institutions,"Higher education institutions have a significant role in the development of the economy of any society. Its primary goal should lie in the generation, transfer, and application of knowledge. The institutions that take their role in this complex task seriously will achieve closer ties of dynamic collaboration and will be able to compete with other economies. This research addresses the mission, function, and challenges of curriculum and studies plan design and development in higher education institutions, to present a model proposal to foster articulated curricula between academic institutions and society.",Lozoya-Santos J.; Guajardo-Leal B.; Vargas-Martínez A.; Molina-Gaytán I.; Román-Flores A.; Ramirez-Mendoza R.; Morales-Menendez R.,Conference Proceeding,"IEEE Global Engineering Education Conference, EDUCON",2019-04-01,Tecnológico de Monterrey;Intangent Intelectual Property,Higher education institutions ;  Innovation ;  Transdisciplinary research ;  Transversal competencies ;  Undergraduate
Research-based approach to undergraduate chemical engineering education,"One of the primary challenges in teaching basic undergraduate engineering courses is to design and implement educational experiences that enable students to understand elemental concepts and apply them in real-world problems. In Mexico, Instituto Tecnológico y de Estudios Superiores de Monterrey campus Estado de Mexico (ITESM-CEM) implemented a research-based learning experience as part of a sophomore year course for students reading for chemical and biotechnology engineering degrees. By engaging undergraduate students in a research project, we have successfully completed the academic objectives of the course, students developed research skills and transformed their attitude and perception towards a traditional course, into a novel and attractive approach by linking fundamental knowledge with state-of-the-art research. The findings of this study will redound to the benefit of universities and institutions teaching all types of engineering degrees by providing researchers and lecturers with some ideas to engage undergrad students in research projects; and to students, to motivate them to explore career options through an early research experience that enables them to make informed decisions about pursuing, or not, a career in research.",Almanza-Arjona Y.; Vergara-Porras B.; García-Rivera B.; Venegas-Andraca S.,Conference Proceeding,"IEEE Global Engineering Education Conference, EDUCON",2019-04-01,Universidad Nacional Autónoma de México;Tecnológico de Monterrey,Chemical engineering ;  Educational innovation ;  Research-based learning ;  Student-engagement learning ;  Undergraduate research
Work-in-progress: Improving online higher education with virtual and remote labs,"This paper describes an ongoing educational innovation project focused of improving the practical education of engineering students, in the context of a purely online education model. A rich toolbox of online, virtual and remote labs is described. Using this toolbox, several strategies for providing practical education and their combinations will be evaluated, and a set of guidelines and recommendations for education practitioners will be provided as the main output of this research.",Perales M.; Pedraza L.; Moreno-Ger P.,Conference Proceeding,"IEEE Global Engineering Education Conference, EDUCON",2019-04-01,International University of La Rioja,Online education ;  Online labs ;  Remote labs ;  Virtual labs
"MOOC lab, a massive online laboratory with real time access","This study focuses on the usability of a remote laboratory as part of a massive, open and online course, better known as MOOC. The MOOC course for basic principles of Electric Energy is part of a Binational Laboratory project for the Intelligent Management of the Energy Sustainability and the Technological Formation, which has as one of its main objectives to train Spanish-speaking people, particularly from Mexico and Latin America, over topics of energy sustainability through MOOCs. Furthermore, the objective of this research work is to analyze the geographic scope of this massive remote laboratory, as well as the way the users work remotely on the platform. At present, by 2 times offered, the course enrolled 11087 participants and the MOOC Lab registered 3731 users that carry out 1705 lab sessions.",MacÍas García M.; Rincón Flores E.,Conference Proceeding,"IEEE Global Engineering Education Conference, EDUCON",2019-04-01,Tecnológico de Monterrey,Educational innovation ;  Electric energy ;  Mooc ;  Online laboratory ;  Remote labs
Pushing the Boundary of Multimedia Big Data: An Overview of IEEE MIPR,"New forms of multimedia data (such as text, numbers, tags, networking, signals, geo-Tagged information, graphs/relationships, three-dimensional/VR/AR and sensor data, etc.) have emerged in many applications in addition to traditional multimedia data (image, video, audio). Multimedia has become the biggest of big data as the foundation of today's data-driven discoveries. Almost all disciplines of science and engineering, as well as social sciences, involve multimedia data in some forms, such as recording experiments, driverless cars, unmanned aerial vehicles, smart communities, biomedical instruments, security surveillance. Some recent events demonstrate the power of real-Time broadcast of unfolding events on social networks. Multimedia data is not just big in volume, but also multi-modal and mostly unstructured. Storing, indexing, searching, integrating, and recognizing from the vast amounts of data create unprecedented challenges. Even though significant progress has been made processing multimedia data, today's solutions are inadequate in handling data from millions of sources simultaneously. The IEEE International Conference on Multimedia Information Processing and Retrieval (IEEE-MIPR) aims to provide a forum for original research contributions and practical system design, implementation, and applications of multimedia information processing and retrieval for single modality or multiple modalities. The target audiences are university researchers, scientists, industry practitioners, software engineers, and graduate students who want to become acquainted with technologies for big data analytics, machine intelligence, information fusion in multimedia information processing and retrieval. Following a successful debut in Miami, Florida in 2018, the second MIPR, held in San Jose, California, attracted over 140 submissions and more than 100 attendees-A big growth from its inaugural event and an indication of its growing visibility and popularity in the multimedia research society. In addition to four keynote talks, MIPR'19 also featured six innovation multimedia forums organized by both academic and industrial researchers, with topics ranging from computer vision, self-driving, Natural Language Processing, next generation video display, to cutting edge video/audio coding techniques.",Su G.; Zhang C.; Wang H.; Chen M.; Kankanhalli M.; Lienhart R.,Journal,IEEE Multimedia,2019-04-01,Department of Computer Science;Dolby Laboratories;National University of Singapore;University of Washington-Bothell;Universität Augsburg;TCL Corporation,
Cloud computing research profiling: Mapping scholarly community and identifying thematic boundaries of the field,"The aim of the study was to map the scholarly community interested in research on cloud computing and to identify thematic boundaries of the field. The methodology of research profiling, representing bibliometric descriptive studies, was applied to achieve the aim of the study. Using research profiling for mapping the cloud computing field can be considered as an innovation. Although the research profiling methodology has been widely used across various subject areas, including Computer Science, Social Sciences, Engineering, Arts and Humanities, Business, Management and Accounting, and Psychology, thus far neither Scopus norWeb of Science indexed publications including the conjunction of phrases ""cloud computing"" and ""research profiling"" in their titles, keywords and abstracts. The previous important scientometric study of the research output in the field was published by Heilig and Voß in 2014. Taking into account a very dynamic growth of the field, all this indicates the research gap to be filled. The research sample is made of 14,158 publications indexed in Scopus database comprising the phrase ""cloud computing"" in their titles. The study was purposely limited to the title search to concentrate the attention of publications relating directly to the issue of cloud computing. Applying the quantitative approach provides an opportunity for broad scanning of subject-related literature. First, general publication profiling recognized the main contributors (countries, research intuitions, source titles and authors) to the scholarly community interested in cloud computing. Secondly, subject area profiling was applied to find how multidisciplinary is the research in the field and how the research output is distributed across subject areas. Finally, topic profiling unveiled leading topics of studies in the field and their distribution by authors, journal, subject areas and core references.",Sudolska A.; Lis A.; Błaś R.,Journal,Social Sciences,2019-04-01,Uniwersytet Mikołaja Kopernika w Toruniu,Cloud computing; bibliometrics; research profiling
"Translation of bone wax and its substitutes: History, clinical status and future directions","Bone wax, primarily composed of beeswax and softening agent, is a century-old material used to control bleeding of disrupted bone surfaces by acting as a mechanical barrier to seal the wound. The current bone wax products are commonly packed in easy-to-open foil in the form of sterile sticks or plates, with excellent malleability and smooth consistency, enabling cost-effective and easy handling approach for bleeding control. It has also been reported that the inert nature of bone wax causes complications including foreign body reaction, infection promotion and bone healing inhibition. With the advances in biomaterials and the market boost of bone haemostatic materials, the arena of bone wax substitute research has expanded to a wide spectrum of material formulations and forms. However, the development of substitutes of bone wax for translation is a pivotal yet challenging topic because currently a potential candidate is recommended to be just as simple to use, effective and inexpensive to produce as traditional bone wax but also be absorbable and osteogenic. This review provides an overview of bone wax including its history, clinical applications and associated complication. In addition, emerging substitutes of bone wax and outlooks of future directions including the standardised evaluation methods are also discussed as an effort to catalyse the innovation and translation of bone haemostatic agents in the near future. The translational potential of this article: Occurrence of osseous haemorrhage is common in surgically incised or traumatically fractured bone. It is essential to stop bone bleeding to avoid further pathologic consequences such as tissue necrosis and eventually mortalities due to blood loss. Medical sterile bone wax is a classical material for haemostasis of bone during orthopaedic surgeries, thoracic surgeries, neurological surgeries and so on. Along with its widespread use, complications such as foreign body reaction, bone healing inhibition and infection promotion associated with bone wax are observed. With the growing knowledge in biomaterials and the boost of market of bone haemostatic materials, bone wax substitute research is thriving. An overview of bone and its substitutes together with evolution of their design criteria is carried out in this work, providing information for the innovation and translation of bone haemostatic agents in the near future.",Zhou H.; Ge J.; Bai Y.; Liang C.; Yang L.,Journal,Journal of Orthopaedic Translation,2019-04-01,The First Affiliated Hospital of Soochow University;Jiangsu University of Technology;Hebei University of Technology;International Research Center for Translational Orthopaedics (IRCTO),Biocompatible materials ;  Bone regeneration ;  Bone wax ;  Haemostatic
