Title,Abstract,Author,Aggregation_Type,Publisher,Publication_Date,Institutions,Keywords
EFFECT OF CRUMB RUBBER ON ASPHALT MIX,"Pavement deformation in roads is a major issue in pavement engineering. Such deformation results from rutting and fatigue induced by fluctuations in temperature, overloading from trucks and fatigueloading from traffic. As Australia experiences hot-climate conditions due to its geographical location, in conjunction with heavy vehicular loading due to the use of road trains, and cyclic loading due to an increasing number of vehicles on the road spurred by population growth, there is no doubt greater innovation is needed to combat the deformation caused by these factors. A novel way of combatting these permanent deformations is represented in the new practice of increasing road performance via modifications to stone mastic asphalt (SMA) using a polymer. This chapter discusses the incorporation and effects of crumb rubber (CR) as a modifying polymer towards improving road performance. The modification of SMA using CR improves both the high- and lowtemperature properties of SMA, significantly improving its elastic recovery. This, therefore, improves the fatigue and rutting capabilities of the asphalt, in turn extending its service life. Currently in Australia, only 8% of tyres are locally recycled; therefore, to curve the environmental effects associated with this innovation, CR modification requires further development. Despite this technology demonstrating superior performance characteristics and greater economic and ecological feasibility, it has not yet materialised. This study makes an important contribution to current understandings in pavement engineering by expanding knowledge on the abovementioned technology and identifying current research gaps pertaining to the influence of CRmodified SMA in rutting and fatigue performance. Further, the study focuses on the effects of this SMA modification under conditions of varying CR particle size. Specifically, the effects of CR sizing on the mechanical properties in both rutting and fatigue were investigated. The study additionally compared the performance of the modified samples with standard non-modified SMA. The laboratory experiment incorporates wheel-tracking and four-point beam-bending testing. The different CR sizes that were subjected to testing in the current study were Mesh #30, Mesh #16 and Mesh #8, where rutting resistance, fatigue life and flexural stiffness figures were obtained to determine the optimal CR particle size.",Madzoski J.; Chegenizadeh A.; Nikraz H.,Book,Pavement Engineering and Waste Materials,2021-01-01,Curtin University,
Planetary Gearbox Prototype Development and Manufacturing,"Goal of this research was to develop and manufacture planetary gearbox prototype using rapid prototyping technology (additive manufacturing). Developed prototype was used to visually analyse the design of the planetary gearbox. Also, it was used to improve and innovate education of students on several courses at Mechanical Design study program at Faculty of Mechanical Engineering. It is shown that low cost rapid prototyping technology can be used to manufacture prototypes of complex machines and machine elements. Prototypes manufactured using this technology have same functionality like the real one. Main limitation is the fact that they cannot sustain real world loads and stresses. This paper shows opportunities which low cost rapid prototyping technology is offering in improvement and innovation of education process at engineering schools and faculties. All complex and heavy machines can be manufactured using this type of technology and on that way more precisely presented to the students.",Smajic J.; Saric I.; Muminovic A.; Delic M.; Muminovic A.,Journal,Tehnicki Glasnik,2021-01-01,Univerzitet u Sarajevu,education ;  mechanical design ;  planetary gearbox ;  rapid prototyping
DEFINING INTENDED LEARNING OUTCOMES (ILO'S) OF INTER-PROGRAM CBL TOWARDS ACHIEVING CONSTRUCTIVE ALIGNMENT IN THE CONTEXT OF ISBEP,"We present a framework that connects identified competence areas with Indented Learning Outcomes (ILO's). Such a framework is likely to be useful for the design of inter-program Challenge-Based Learning (CBL) in engineering education. The framework was developed out of a need to increase the constructive alignment (CA) of ILO's, learning/teaching activities, and assessment of the Innovation Space Bachelor End Project (ISBEP); an inter-program CBL initiative at Eindhoven University of Technology (TU/e). The framework was developed based on a co-creation session, and set up around the definition of ILO's as departing point to reach CA. We contribute a comprehensive framework listing the ILO's associated with inter-program CBL at the third-year, bachelor level, and identify three categories related to design and research processes, professional skills, and professional identity and self-directed learning. Furthermore, we illustrate our findings with practices from ISBEP, highlighting the influence of ILO's on our efforts to reach alignment. Finally, we discuss the implications for CBL design, propose future work, and draw attention to possible limitations in the use of the framework.",Valencia A.; Bruns M.; Reymen I.; Ruijten P.; Pepin B.,Conference Proceeding,"Proceedings of the SEFI 49th Annual Conference: Blended Learning in Engineering Education: Challenging, Enlightening - and Lasting?",2021-01-01,Technische Universiteit Eindhoven,Challenge Based Learning ;  Constructive Alignment ;  Inter-Program Education ;  Interdisciplinary Education
Analysis Of Process Models For The Business Model Development Considering Special SME Requirements For Offering PSS,"The continuous testing and redesign of current business models and the associated adaptation of increasingly customized value propositions are nowadays becoming more and more important for companies. Thereby the additional or integrated offering of services as new forms of hybrid value creation are gaining importance. Small and medium-sized enterprises (SMEs) in particular are still at the beginning of the challenge of successfully designing the transformation to offer product service systems (PSS), as they often lack time, technical and methodological resources. This paper first describes the derived requirements for a process model of PSS-oriented business model development for SMEs. The requirements result on the one hand from the research of current scientific publications on this topic and on the other hand from the analysis and evaluation of use cases from practice at SMEs. This is followed by an overview of current process models that deal with business model development and innovation. The identified process models are analyzed in terms of the considered phases, the used methods, and the industries of the potential users. Furthermore, they are examined for SME suitability on the basis of the derived requirements. By means of the comparison of the current process models and the requirements from the SMEs the necessity of an adaption and further detailing of the individual phases of the process models is pointed out. SMEs have to be able to apply these models independently. Finally, the article presents an initial approach specifying the development phase of PSS-oriented business models by means of detailed planning with a focus on the mechanical and plant engineering sector to support the users.",Lins D.; Arnold D.; Köhler C.; Mahl T.; Prinz C.; Kuhlenkötter B.,Conference Proceeding,Proceedings of the Conference on Production Systems and Logistics,2021-01-01,Hochschule für Technik und Wirtschaft Saarbrücken;Ruhr-Universitat Bochum,business model development ;  hybrid value creation ;  process planning ;  product service systems ;  SME
INTRODUCTION TO INDUSTRIAL DESIGN AND PRODUCT CASE STUDIES,"This paper describes the practical elements included in the first term of a second-year engineering module which was developed in alignment with CDIO standards. The students were assigned into teams based on their course of study (i.e. electronics, biomedical, and sports engineering). Each team would be free to choose, research, and evaluate three products with some relevance to their field. Aspects such as technology, regulations and user reviews would have to be considered within the analysis. The scientific principles involved in the products would have to be explained in reasonable depth and aspects such as product end-of-life management (sustainability) also mentioned. Multiple sources would have to be used such as scientific articles, product specifications, regulations, and online reviews. The students would have to use available resources without necessarily having the actual physical product at hand. Once the teams had gained insight on the products they would have to either choose one of the products to improve, or decide to design a new product, (relevant to their discipline). The teams would have to produce a report and a demonstrator of their designs by the end of term. The demonstrator would have to be a physical representation with some functionality that can effectively communicate the proposed concept. The students were expected to use the tools and experience gained during previous and prerequisite modules, for designing and prototyping. The report was also expected to contain references to the indicative reading. The module would be an opportunity to build upon previous knowledge obtained through both, core and specialized modules. Additionally, a research element was included both in terms of the students looking into the cutting-edge technologies of their subject but also in trying to push those boundaries. This study aims at describing the module rationale, and reflecting upon inclusivity, and pedagogical effectiveness.",Siegkas P.,Conference Proceeding,Proceedings of the International CDIO Conference,2021-01-01,Nottingham Trent University,"Group projects ;  industrial design ;  innovation ;  Standards: 1, 2, 3, 5, 7, 8"
Medical Textiles,"This textbook aims to ensure that advances in medical textiles are addressed and that recent developments are able to be appreciated and understood not only by medical practitioners and healthcare personnel but also by textile scientists and technologists. The idea is to stimulate collaborative research and development in the field of medical textiles and to equip researchers with an understanding of the steps they need to take to ensure that their efforts, be they to develop new devices for implantation or items for external application, are carried out in such a way as to improve their effectiveness and enhance the prospects for their implementation. Attention is drawn to the need to improve outcomes in the practical setting and to guidance on the detailed planning required prior to engaging in experimental work. Standard tests can help researchers to monitor performance, but for some important applications such as those required to demonstrate antimicrobial and fluid-repellent performance in most items of protective wear, standard tests consistently fall seriously short in terms of predicting how well they might work in the practical setting. Guidance is therefore given for their further development. Chapters within the textbook cover: The history of innovation within medical textiles with particular attention given to key concepts of the latter part of the 19th Century and subsequent associated developments. Textile and polymer science underpinning fibres, fabrics, nano-fibre technology and the functional finishes that can be applied to enhance the performance of medical textile products. Woven, knitted, nonwoven and braided fabrics and the key performance characteristics of each fabric type which make them particularly suited to specific medical textile roles such as mesh, grafts, filtration and scaffolds for tissue engineering. Implantable medical textiles, non-implantable medical textiles, health and hygiene products and extracorporeal devices that use textile products. Legislative requirements for medical devices. The design of experiments and suitability for purpose of textile test methods. Case studies to illustrate how medical textiles are applied in practice. The book provides essential reading for textile professionals, biomedical engineers, and others involved in the research, design and engineering of medical and healthcare appliances, and for those employed in the medical profession wishing to gain new insights into the wealth of materials at their disposal.",Morris H.; Murray R.,Book,Medical Textiles,2021-01-01,The Royal College of Surgeons of Edinburgh;Feng Chia University,
Advancing integrated STEM education in the Philippines through STEM curriculum implementation,"This chapter presents the curriculum initiatives, projects, engagements, partnerships, and future directions of the Center for Integrated STEM Education, Inc. (CISTEM). The CISTEM, established in 2019 by Unilab Foundation’s STEM+PH in partnership with the University of the Philippines College of Education, aims to strengthen integrated Science, Technology, Engineering, and Mathematics (STEM) education through capacity building for teachers and educational institutions, curricular innovations, maximized network linkages, and learner empowerment. The chapter focuses on CISTEM’s Science, Technology, Engineering, Agriculture, and Mathematics (STEAM) innovation programme. It is a year-long programme that involves 1,000 students from 13 STEM schools in one of the poorest provinces in the Philippines. It reports on the consultation and dialogues with stakeholders that have helped define the STEAM research and innovation agenda for senior high schools, the capacity-building workshop on design thinking that has been implemented to develop 108 teachers, and the curriculum that embeds design thinking for generating innovations in senior high schools. Future directions of the programme are also discussed.",Paderna E.; Monterola S.,Book,STEM Education from Asia: Trends and Perspectives,2021-01-01,University of the Philippines Diliman,
Inspiring Innovation and Creativity at APL,"Since 2010, the Johns Hopkins University Applied Physics Laboratory (APL) has been executing a strategy to enhance innovation at the Lab, both in its culture and in its practices. The expectation has been that this environment will increase the prospects for APL staff members to create new defining innovations-game-changing developments that profoundly advance science, engineering, and national security capabilities-even as the global innovation ecosystem rapidly changes. Established research findings on innovation principles, along with APL's own experiments, informed the development of an integrated, complementary suite of innovation initiatives. This article tells the story of how these initiatives were introduced and how they have impacted, and continue to impact, APL's culture and creative ideas.",Kedia A.; Krill J.,Journal,Johns Hopkins APL Technical Digest (Applied Physics Laboratory),2021-01-01,Johns Hopkins University Applied Physics Laboratory,
Construction and Testing of a 3D Printed Resistive Plate Counter,"Driven by the recent innovations of additive manufacturing technologies, we designed a detector that could be fully 3D printed using a standard and commercially available 3D printer. The main goals of this research address the marginal design and construction costs, the reproducibility/modularity of the products, and the reduced time for assembly. During the first phase of this research, we investigated new polymers and plastics to be used as main electrodes. During the data-taking campaign we went through design constrains, parameters optimization and system engineering studies to choose and deliver the electrode with ultimate mechanical and electrical performance.",Colafranceschi S.; Zhang A.; Beiler E.; Dana C.; Horsley J.; Mekuria H.; Peachey-Stoner L.; Peachey-Stoner R.,Conference Proceeding,"2021 IEEE Nuclear Science Symposium and Medical Imaging Conference Record, NSS/MIC 2021 and 28th International Symposium on Room-Temperature Semiconductor Detectors, RTSD 2022",2021-01-01,Stony Brook University;Eastern Mennonite University,additive manufacturing ;  detector integration ;  gaseous detectors ;  resistive plate counters
Innovations in Australia—A historical perspective,"This chapter gives a historical perspective of food engineering innovations in Australia, with examples from ancient aboriginal engineering works, early colonial times, industrial food production, and outlines how some of these technologies have had global impact. Briefly mentioned are other significant developments in food engineering during the last 50 years in various Australian food supply chains.",Paterson J.,Book,Food Engineering Innovations Across the Food Supply Chain,2021-01-01,UNSW Sydney,"Aboriginal fish traps, Australian advances in meat canning, Freezing and chilling, Refrigeration, Dairy processing, Sugar harvesting and milling, Grain processing, Dehydration, Packaging, Separation, High-temperature, Short-time (HTST) canning, High pressure thermal processing ;  CSIRO research ;  Megasonics"
Food engineering innovations across the food supply chain: debrief and learnings from the ICEF13 congress and the future of food engineering,"This chapter reflects on the current state and provides future directions of the growing field of food engineering across the food chain, from on-farm postharvest and sustainable processing to nutrient delivery in the body for sustained or improved health. Key learnings from the International Congress on Engineering and Food, ICEF13, held in Melbourne, Australia, in September 2019, are highlighted. Some of the food systems and innovation trends conveyed in keynote talks, oral presentations, and e-posters summarized here are detailed in the chapters of this book and in special issues of two reference food engineering journals. A global overview of biosystems engineering solutions for developed and developing countries includes alternative protein sources, postharvest engineering for food waste transformation and sustainability. Then, advances in food processing technologies including refrigeration, freezing, thermal and nonthermal processing, and drying are discussed. An update on the innovative use of technologies such as extrusion for alternative ingredient production and innovative texturization, 3D food printing for personalized structuring and nutrition, pulsed electric field or hydrostatic pressure for structuring, as well as precision fermentation and other methods for bioactive incorporation is provided. The chapter also covers advances in ecofriendly antimicrobial and intelligent packaging with in-built micro- and nanosensors. Other sensor technologies integrated into digital manufacturing using Industry 4.0 are presented in the context of the food supply chain. Engineers are increasingly involved in consumer health research by creating more representative in vitro mimetics of human oral processing and digestion devices that are coupled with nutrient delivery models. The chapter concludes with suggestions to modify the food engineering curricula to (a) prepare food engineers of the future for global challenges appearing in both developing and developed countries, and (b) develop broader technical, interpersonal, and integrated regional and global supply chain skills. Food engineering will continue to play an important role in the development of cutting-edge smart processes that transform and personalize foods targeting individual nourishment and improved body function via controlled delivery strategies. Therefore, food engineering is broadening the scope beyond conventional unit operations and process design and optimization, to include environmental assessments, bioprocesses in the human body, and digital tools to identify circular and cost-effective solutions, and develop sustainable food systems.",Juliano P.; Reyes-De-Corcuera J.,Book,Food Engineering Innovations Across the Food Supply Chain,2021-01-01,Commonwealth Scientific and Industrial Research Organisation;CAES,Food engineering ;  Food supply chain ;  Food system ;  ICEF13 congress ;  Innovation
"Concrete Oceans: The Dolos, Apartheid Engineering, and the Intertidal Zone","This article is concerned with an object called the “dolos,” a concrete coastal structure developed by the South African state at the height of apartheid, in 1963. A twisted H-shape with attenuating limbs, it is formally rather beautiful, exhibiting a kind of brutal elegance, and it has been successfully used in hydraulic engineering projects around the globe. It is, nevertheless, a relatively unremarkable invention. Even in its category of “coastal armor,” it was invented 14 years after the first, French-patented Tetrapod. And yet, during apartheid and after, it captured the popular imagination of many white citizens who proudly connected with the narrative of innovation, self-sufficiency and apartheid modernity. The history of the dolos reveals a modernizing state that worked vigorously through its parastatals and research institutions to explore the material, structural and esthetic possibilities of concrete to articulate a convincing and legitimate national identity. This article joins with scholars in the critical oceanic humanities who are arguing for more-than-human, Anthropocene-directed research in the Global South, framed by Kimberley Peters and Philip Steinberg’s call to adopt a more-than-wet ontology addressing the (i) materiality, (ii) motion, and (iii) temporality of the ocean and, indeed, of ocean infrastructure.",Cane J.,Journal,Geohumanities,2021-01-01,University of Pretoria,apartheid ;  concrete ;  infrastructure ;  oceanic humanities
Façade innovation: between ‘product’ and ‘process’,"Innovation in construction is becoming pivotal worldwide as current social and environmental challenges request rapid and far-reaching measures. In this vibrant panorama, it becomes natural to question how the façade industry will contribute to shaping the future of the architecture, engineering and construction sector. This chapter presents a critical analysis of the façade sector through the ‘fil-rouge’ of innovation, by illustrating the main technological advancements in the field of facades to date, analyzing the main barriers to sectoral innovation and discussing new opportunities and research trajectories to rethink the facades of tomorrow. The discourse envisions main pathways to innovation across the domains of ‘product’ and ‘process’, driven by new sustainability paradigms and enabled by digital transformation. The chapter is a compelling introduction to the Rethinking Building Skins book, which sets the basis for a complete immersion into its structure, contents and spirit.",Gasparri E.; Brambilla A.; Lobaccaro G.; Goia F.; Andaloro A.; Sangiorgio A.,Book,Rethinking Building Skins: Transformative Technologies and Research Trajectories,2021-01-01,Eurac Research;The University of Sydney;Norges Teknisk-Naturvitenskapelige Universitet;Grimshaw Architects,building skins ;  digital transformation ;  façade industry ;  Façade research ;  Industry 4.0 ;  process innovation ;  product innovation ;  sustainability ;  sustainable buildings
STEM/STEAM education research in South Korea,"Science, Technology, Engineering, and Mathematics (STEM) education has been emphasised in Korea as a foundation for leading change and innovation as well as developing core competencies for future generations. In school education, Science, Mathematics, and Informatics (SMI) are regarded as core subjects to prepare students for rapid changes in society caused by digital transformation. An essential feature of STEM education in Korea is its emphasis on integrated and interdisciplinary approaches through Science, Technology, Engineering, Arts, and Mathematics (STEAM) education. To support STEM/STEAM education, a wide range of research has been conducted on curriculum development, teachers’ professional development, the establishment of learning environments, student learning activities, and education in informal contexts. This chapter provides an overview of Korean national policies and current issues on SMI and STEAM education. It also presents trends in STEM/STEAM education research, focusing on research conducted or supported by the national initiative of STEM/STEAM education, the Korea Foundation for the Advancement of Science and Creativity (KOFAC). The chapter then concludes with a brief discussion of the future directions of STEM/STEAM education.",Hong O.,Book,STEM Education from Asia: Trends and Perspectives,2021-01-01,Korea Foundation for the Advancement of Science and Creativity (KOFAC),
FORMATION AND IMPLEMENTATION OF CLUSTERS AS PROVIDING AN INNOVATION AND INVESTMENT MODEL OF ENTERPRISE DEVELOPMENT: FOREIGN AND DOMESTIC EXPERIENCE,"In the conditions of formation and development of Ukraine as an independent state, the priority is the need to implement economic policy, one of the components of which is cluster policy. It is to support the creation and operation of clusters. In particular, such issues as factors of formation, development and causes of cluster decline. Understanding these reasons, classifying and assessing significance will help enhance public cluster policy measures, which was the aim of this research. The information base of the study consisted of statistical materials, regulations, national cluster development programs in such countries as: Austria, Belarus, Bulgaria, Great Britain, Estonia, Canada, China, Germany, Norway and others. Implementation of regulations will contribute to the creation and development of clusters. A significant achievement is the use of the method of comparison in the analysis of the peculiarities of the functioning of clusters, current regulations on the creation and development of clusters in different countries and in Ukraine. Due to the use of a systematic and structural approach, the factors that hinder the development of clusters in Ukraine have been identified. The study found that in foreign countries there are several main determinants of cluster formation: concentration in the region of competitive enterprises; availability of competitive advantages for development; geographical concentration and proximity to settlements; wide choice of participants and the presence of “critical mass”. In contrast to the rest of the world, Ukraine has factors that hinder the development of clusters (limited functioning of transport and engineering infrastructure; low level of organizational development of the cluster, including lack of experience in strategic planning of cluster development, lack of effective information communication between cluster members; limited access to foreign markets, etc.). In this regard, it is necessary to: develop a regulatory framework for the creation and operation of clusters (define at the legislative level the concepts of “cluster”, “cluster policy”, “clustering”; create and implement government programs to promote cluster development; create a Register of clusters in Ukraine); develop cluster connections and networking; to attract credit funds from international financial organizations on program principles; increase the influence and responsibility of local authorities in the context of decentralization in relation to ensuring the development of clusters; to develop models of using the mechanism of public-private partnership in order to attract non-state investment resources for the development of clusters, etc. The most effective way to provide conditions for the growth of the role of clusters may be the creation of cross-border clusters, as evidenced by international experience. A promising area is cooperation between Chambers of Commerce and clusters.",Boiko O.; Vasiutkina N.; Kondratiuk O.; Stoianenko I.,Journal,Journal of Hygienic Engineering and Design,2021-01-01,Institute for Economics and Forecasting of the National Academy of Sciences of Ukraine;European University;State University of Trade and Economics,Cluster ;  Cluster initiatives ;  Cluster policy ;  Cross-border cluster ;  Cross-border cooperation ;  Innovation and investment model of enterprise development
"A reliability, durability and safety study of Alkaline and Polymer Electrolyte Membrane electrolyzers","GRTgaz is the French owner and operator of the longest high-pressure natural gas transmission network in Europe. GRTgaz has its own research center, the Research and Innovation Center for Energy, RICE. For several years, RICE has been working to transform gas infrastructures and to accelerate the integration of renewable gases and hydrogen in the gas networks. The current energy infrastructure must evolve towards new competitive large-scale storage solutions. One solution studied by GRTgaz is chemical storage in hydrogen. In this context, project Jupiter 1000 was launched, with the contribution of engineering, technical and research teams from GRTgaz and its partners. The main goal is to conduct an industrial scale experiment on a Power-to-Gas pilot installation with injection into the natural gas transmission network. Jupiter 1000 is the first industrial demonstrator of Power-to-Gas in France with a power rating of 1 MWe for electrolysis and a methanation process with carbon capture. Green hydrogen is produced from 100% renewable energy, using two different technologies of electrolyzers: an alkaline electrolyzer and a Polymer Electrolyte Membrane (PEM) electrolyzer. This will allow RICE’s research team to compare the two technologies on an economical, performance, and safety points of view. The aim of this paper is to provide an overview of the current development status of the reliability study conducted on both types of electrolyzer of Jupiter 1000. The project will be conducted in two phases:-The first one will focus on understanding the reliability of both technologies, meaning their ability to perform as required, without failure, for a given time interval. This part breaks down the mechanisms of both technologies to simple elementary functions and/or components that will then allow to conduct a Failure Modes and Effects Analysis (FMEA). The FMEA evaluates the severity and probability of occurrence of failures that may occur on these electrolyzers, to prioritize the most critical ones. It also documents current knowledge and actions about the risks of failures, and how to use them to improve the system.-The second phase will focus on the durability, which is their ability to perform as required, under given conditions of use and maintenance, until the end of service life. It will attend to finding the degradation phenomena that affect the durability and safety of alkaline or PEM type electrolyzers.-The last one will focus on safety-related issues on hydrogen production in electrolyzers, in order to point out recommendations on vessel design and operating mode that will allow to meet its particular safety demands. Based on this, it will be possible to identify the critical elements in terms of reliability, safety and durability and examined them thoroughly in order to advance the understanding of phenomena that can reduce the service life or degrade the safety of alkaline and PEM type electrolyzers, and thereby provide recommendations in terms of safety-related functions, monitoring functions, maintenance policy and operational conditions for each technology of electrolyzer.",Soual S.; Brissaud F.; Lazrek R.,Conference Proceeding,"Proceedings of the 31st European Safety and Reliability Conference, ESREL 2021",2021-01-01,GRTgaz,Alkaline electrolyzer ;  Durability ;  Gas network ;  Gas pipeline ;  Maintenance ;  Operational risks ;  Pem electrolyzer ;  Power-to-Gas ;  Reliability ;  Risk analysis ;  Risk assessment ;  Risk management ;  Safety
Human-Automation Interaction for a Small Autonomous Urban Ferry: A Concept Sketch,"At the NTNU in Trondheim, a new Centre for Research and Innovation started in 2021 with the aim of supporting the Norwegian industry’s attempts to realize autonomous shipping. One of its use cases is AutoFerry, a small autonomous urban passenger ferry crossing the harbour canal in Trondheim. This research area is usually technology cantered and there is a lack of Human Factors (HF) research. This concept paper is presenting some design sketches of Human-Automation Interaction for this ferry. The ferry’s operating concept is simple but includes some difficult problems regarding HF and interaction design implementations. First, the design of interaction between the autonomous ferry and other, manned vessels in the canal: How to signal intentions using different interfaces? Second, the design of the control room: Situation Awareness by different sensors, automation transparency, and how do the operator understand and interact with automation? And thirdly, the interaction between the crew-less ferry and passengers: How to promote trust and safety, and how to handle emergencies? The paper discusses safety and security issues and presents some possible solutions and sketches of prototype interfaces for testing.",Porathe T.,Conference Proceeding,"Proceedings of the 31st European Safety and Reliability Conference, ESREL 2021",2021-01-01,Norges Teknisk-Naturvitenskapelige Universitet,Autoferry ;  Human Factors ;  Human-automation interaction ;  Human-machine interface ;  Maritime Autonomous Surface Ships ;  Sfi AutoShip ;  Urban ferry
A prototype pavilion in textile reinforced concrete: A tool for research and pedagogy,"This paper presents a work performed in the last years on a Textile Reinforced Concrete (TRC) Prototype Pavilion, raising questions about research on architecture and engineering within a pedagogical context. The construction of the pavilion explores how a hands-on approach builds up multi-layered knowledge and constitutes a common ground of communication on which architects and engineers meet. Through the act of construction, architects and engineers work together, generating new knowledge and experiencing how tacit knowledge is built-up and transmitted. It also allows for the processes of conception and manufacture to feed and to enrichen each other. This action of making knowledge (τέχνη, techne) constructs a thought or a concept as a tangible physical entity, acting as a communication interface between the work and the mind, spanning over different disciplines. The paper highlights the fact that the act of building is not only an intellectual and technical task. Within an education context, students experience the complete process of observation, analysis, conception, execution and testing. The direct investigation of materiality is thus essentially an invention and innovation process: An iterative cycle building up knowledge through observation on the making. Through their corporal experience, students identify and engage with the research work, leading to collective action and to individual responsibility. Such engagement opens up perspectives on architectural, engineering as well as social, economic and environmental questions for the 21st century: Sustainable and resilient construction, economy of means, adequacy of expression.",Guaita P.; Baur R.; Ruiz M.; Fernández-Ordóñez D.,Conference Proceeding,fib Symposium,2021-01-01,CEU Universities;Universidad Politécnica de Madrid;École Polytechnique Fédérale de Lausanne;International Federation for Structural Concrete,
Designing for innovation: From model-use to thinkingin models,"As typical problem solvers, structural engineers often face new and complex problems, recently for instance due to digitalization or climate change. Often, such problems cannot be approached using established methods. Instead, structural engineers need to rethink existing problem-solving processes and develop new approaches. In this paper, we propose that an inductive approach of thinking in models is essential to address complex new problems in structural engineering and generate innovations. Based on a literature review, we explore the meaning and importance of this approach and illustrates it with two examples of practice. Hereby, we aim to provide an account of the potentials of this approach in structural engineering to design for innovations and seek to contribute to a change of mind-set in engineering practice as well as in research and education.",Ruge J.; Bögle A.,Conference Proceeding,fib Symposium,2021-01-01,HafenCity University Hamburg,
Research on Product Kansei Intention Model based on BP Neural Network,"Facing the design and development of complex products, the traditional design innovation model can not solve the problem of the transformation of consumers' emotional information in the design process. The main reason is that users' emotional information is difficult to capture in the design process, and the traditional design process can not solve complex problems. In this case, it is necessary to establish a product perceptual intention model based on perceptual engineering and neural network. The model is not only a new method of product innovation design, but also a market-oriented process to reduce design risk. This research is an interdisciplinary application research. Taking the electric water heater product as an example, the model is constructed, mainly using the relevant theoretical knowledge of perceptual engineering and neural network. The model transforms emotional information into measurable data, and establishes the corresponding relationship between product shape structure and perceptual evaluation value through BP neural network. The model provides a reliable scientific theoretical basis for the perceptual design of products, can speed up the product development process, reduce the development cost, and make the development results more in line with consumers' expectations. The model is suitable for enterprise application and is an effective supplement to the traditional design method. Similarly, the model can also provide reference for the development and design of other products.",Li Y.; Feng Q.; Wang S.; Han X.; Yang L.,Conference Proceeding,"Proceedings - 2021 3rd International Symposium on Smart and Healthy Cities, ISHC 2021",2021-01-01,Shandong Jianzhu University;Ltd.,BP Neural Network ;  electric water heater ;  Kansei intention ;  model ;  product design
A Survey of Innovation in Undergraduate Computer Science Education,"The focus of Computer Science Education research has been innovation and increasing the learning experience. Knowledge has grown exponentially in all disciplines within computer science. Over the last decade, computer science education has been evolving from abstract subject matter to increased innovation. Studies show improved learning using automated and visual learning tools like simulations, virtualization, visualization, and video-like games. Recent research shows enhanced learning tools like visual automation, simulation, and video games are more beneficial than detrimental. This review will present some of the more innovative ways to give Computer Science Education.",Weymouth J.; Karne R.; Wijesinha A.,Conference Proceeding,"Proceedings - 2021 International Conference on Computational Science and Computational Intelligence, CSCI 2021",2021-01-01,Towson University,Classroom research ;  Computer science ;  Teaching Methods ;  Undergraduate Education
"Unlocking the Future with Flexible, Wire-Shaped Supercapacitors","Supercapacitors are critical to the mainstream adoption of a variety of technologies enabling applications such as Cleantech, Wearables, and Internet of Things (IoT). While the value added by supercapacitors is known and well documented, finding the physical space to incorporate supercapacitors in those systems is a challenge to overcome. Traditional supercapacitors are physically rigid energy storage components that are available in a cylindrical or rectangular shape that are installed on printed circuit boards (PCBs), where space is highly valuable. This traditional form factor limits an engineer’s placement options making it difficult to utilize supercapacitors in certain applications. This physical restriction forces engineers to make difficult design and performance tradeoffs. Capacitech Energy, Inc. is commercializing research from the University of Central Florida that reimagined the form factor of supercapacitors to be physically flexible and wire-shaped. This innovation leverages its novel form factor to eliminate the need to make painful engineering tradeoffs. Flexible supercapacitors can be routed through areas where space is available on the PCB or alternatively, placed off the PCB and integrated into other parts of the product or system’s infrastructure. This placement advantage and the supercapacitor’s high-power density make this technology well suited to complement modern energy harvesting technologies and batteries used in a variety of applications. Many opportunities exist to complement power sources with this cable-based supercapacitor’s peak-power capability and to build cable-based backup power systems. This innovation helps designers meet their goals by building discrete and distributed networks of supercapacitors, made possible by this innovative form factor helping engineer build next generation smart city electronics, wearables, solar power systems, electric vehicles and more.",Sleppy J.; Silverstein A.; Moser D.,Journal,"Journal of Fluid Flow, Heat and Mass Transfer",2021-01-01,Inc,Energy storage systems ;  flexible electronics ;  internet-of-things ;  supercapacitors ;  wearables
Whole heart engineering: Advances and challenges,"Bioengineering a solid organ for organ replacement is a growing endeavor in regenerative medicine. Our approach - recellularization of a decellularized cadaveric organ scaffold with human cells - is currently the most promising approach to building a complex solid vascularized organ to be utilized in vivo, which remains the major unmet need and a key challenge. The 2008 publication of perfusion-based decellularization and partial recellularization of a rat heart revolutionized the tissue engineering field by showing that it was feasible to rebuild an organ using a decellularized extracellular matrix scaffold. Toward the goal of clinical translation of bioengineered tissues and organs, there is increasing recognition of the underlying need to better integrate basic science domains and industry. From the perspective of a research group focusing on whole heart engineering, we discuss the current approaches and advances in whole organ engineering research as they relate to this multidisciplinary field’s 3 major pillars: organ scaffolds, large numbers of cells, and biomimetic bioreactor systems. The success of whole organ engineering will require optimization of protocols to produce biologically-active scaffolds for multiple organ systems, and further technological innovation both to produce the massive quantities of high-quality cells needed for recellularization and to engineer a bioreactor with physiologic stimuli to recapitulate organ function. Also discussed are the challenges to building an implantable vascularized solid organ.",Morrissey J.; Mesquita F.; Hochman-Mendez C.; Taylor D.,Journal,Cells Tissues Organs,2021-01-01,Texas Heart Institute;RegenMedix Consulting,Bioartificial organ ;  Decellularization ;  Extracellular matrix ;  Organ engineering ;  Scaffold
