Title,Abstract,Author,Aggregation_Type,Publisher,Publication_Date,Institutions,Keywords
Industry/Academic Collaboration in Efficient Orbit Debris Removal,"The National Science Foundation (NSF) Directorate for Technology, Innovation and Partnerships (TIP) awarded a grant2 on Active Debris Removal (ADR) in April 2023. A Small Business Technology Transfer (STTR) grant was awarded to Vortex Space Systems, LLC (VSS) and the Georgia Institute of Technology (GTech). VSS and GTech are uniquely qualified to blend ADR research and engineering trade studies with novel technical approaches and project management expertise. The NSF study advances methods for cost effective ADR services using GTech’s Space Systems Design Laboratory (SSDL) and VSS Conservation of Angular Momentum (CAM) drive. The study assesses a Hyper Transfer Vehicle (HTV) design for reusability and operational ADR cadence. The NSF research study provides significant disposal cost reduction by defining ADR servicing options, incentives, and orbit transfer strategies.","Lee, Dennis",Conference Proceeding,"Accelerating Space Commerce, Exploration, and New Discovery Conference, ASCEND 2023",2023-01-01,LLC Owner/CEO,
Research on Image Scene Classification Using Lightweight Convolutional Neural Networks Based on Fusion Attention Mechanism,"In the field of image scene classification, with the continuous innovation of DL (Deep Learning) technology, these technologies have achieved excellent results in traditional image classification tasks. This article is based on the CNN (Convolutional Neural Network) method, which extracts features from the original image input and equally processes the features of each channel. This process wastes unnecessary calculations to obtain rich low-frequency features, lacks discriminative learning ability across feature channels, and ultimately hinders the representativeness of deep networks. Research has shown that in the test results of three methods on different datasets, it can be found that the classification accuracy of our method is 91.59%, while the accuracy of Full and Object are 72.76% and 81.46%, respectively. It can be seen that the classification accuracy of our method is the highest among the three methods, proving the effectiveness of our method. In addition, compared with other better methods, this method is also superior to other methods because it extracts useful information, which is more discriminative and can better classify image scenes. Determine the importance of features on the channel based on attention weight, in order to focus on more representative features and improve network classification performance.","Chen, Duanyun;Chen, Jun;Han, Jiayi;Su, Suyan;Lin, Shu",Conference Proceeding,"Proceedings - 2023 International Conference on Computer Simulation and Modeling, Information Security, CSMIS 2023",2023-01-01,Fuzhou University;State Grid Fujian Xiamen Electric Power Supply Company;State Grid Fujian Electric Power Company,Convolutional neural network ;  Image scene classification ;  Integrating attention mechanisms ;  Lightweight
Introduction to High-Speed Railway,"This book provides a comprehensive overview of various aspects of high-speed railways, such as infrastructure, communication signals, traction power supply, trainsets, and transportation organization. It delves into the basic concepts, fundamental theories, and the latest technological achievements in these areas, equipping readers with a strong foundation in the subject matter. The content is organized into eight chapters: Introduction, High-Speed Railway Lines and Infrastructure, Power Supply Systems, High-Speed Railway Trainsets, Signal and Communication Systems, Transportation Organization, Passenger Services, and Maglev Railways. Each chapter explores different facets of high-speed railway systems, focusing on the unique characteristics, design principles, and operational methodologies that set them apart from traditional railway systems. The book also highlights recent breakthroughs and innovations in the field, giving readers a glimpse of the future potential of high-speed railways. The book is tailored to meet the needs of undergraduate and graduate students pursuing degrees in railway transportation, railway engineering, locomotive vehicles, electrical traction, signal communication, and related fields. It offers a systematic and in-depth understanding of high-speed railway systems, enabling students to grasp the subject matter and apply their knowledge to real-world situations. It can also be a training material for railway professionals looking to expand their knowledge and skills in high-speed railway systems. Furthermore, the book can be a useful reference for postgraduate students engaged in research in relevant fields. It offers a wealth of information and insights, assisting researchers in understanding the intricacies of high-speed railway systems, and exploring new avenues for innovation and improvement.","Liu, Linya;Zhong, Zifeng",Book,Introduction to High-Speed Railway,2023-01-01,East China Jiaotong University,Development of High-speed Railway ;  High Speed Railway Electric Multiple Unit ;  High Speed Railway Power Supply System ;  High-speed Railway in China ;  HSR Signal and Communication Systems ;  Transportation Organization
Promoting Jizai with Robots that Are Currently Helpful—You Will Not Understand Unless You Jump In,"In order for us to know if a research field that we know nothing about will suit us and if it will be worthwhile for us to devote ourselves to, the only thing we can do is to jump in and experience it. With this mindset, I have been able to pursue research in trans-disciplinary studies that are not restricted to existing boundaries and conduct pioneering research that applied my own specialty of robotics to medicine leading to a fusion of the two. I have studied humanoid robots at first. What especially interested me was the haptic sense, and I started research of sensory in Biomedical Engineering area. My basic stance in applying robots to the medical field is that humans should do most of the work with support from machines kept to a minimum. Even in Jizai research, the basic principle that humans are the masters and robots are the subjects does not change. The Jizai research examples that we are working on are the “Third Arm” and “detachable body” as a development of the Third Arm. In our laboratory, we are also promoting turning technology into businesses. It is important for researchers to envision technology that will bring innovation to specific purposes. Two concepts that I am emphasizing recently are design thinking and vision-oriented thinking. One other thing that I work on as one who is affiliated with a university is the development of researchers. I believe it is important for us to have two or more axes in both research and in our daily lives. In research, in addition to your research theme as part of a project, you should have your own research theme. One of the keys to concurrently succeeding at multiple jobs is to cooperate with your colleagues.","Iwata, Hiroyasu",Book,Theory of JIZAI Body: Towards Mastery Over the Extended Self,2023-01-01,Waseda University;Japan Science and Technology Agency;Institute for Mechanical Engineering Frontiers;Ltd.;Ltd.;Research Fellow of Japan Society;School of Science and Engineering;The Japanese Society of Nutrition and Dietetics;Society of Biomechanisms of,
Principles of Engineering Management,"This book presents a comprehensive overview of engineering management, giving readers a complete picture of this research field. Following an introduction, the book explores: Engineering Management Ontology, Engineering Management Epistemology, Engineering Management Methodology, Engineering Management Decision Theory, Engineering Management Organization Theory, Engineering Management Value Theory, Engineering Management Innovation Theory, Engineering Management Environment Theory, Engineering Management Humanities, Engineering Management Ethics Theory The book includes case studies that demonstrate how various concepts can be practically applied to resolve real-world problems. The book is a valuable read for professionals of engineering management, management and systems engineering.","He, Jishan",Book,Principles of Engineering Management,2023-01-01,Central South University,Engineering Management ;  Industrial Managment ;  Innovation of Engineering Management ;  Management of engineering system ;  Systems Engineering
"The ABC’s of Science, Technology & Innovation (STI) Policy: Spelling Out Problems, Consequences and Viable Solutions","Innovation is a widely applied yet poorly understood term in the context of public policies and practices among Western nations. Technological innovations specifically have and will continue to advance civilization, shape modern society, and drive the economic health and geo-political standing of nations. This book offers a unique interpretation of science, technology & innovation (STI) policies in Western nations, particularly in regard to government-sponsored programs. The author challenges established thinking, directly addressing numerous myths that cloud our understanding of innovation and proposes a fresh perspective grounded in fundamental logic and analysis. Written in short chapters and presented in an alphabetically organized framework, this book addresses what is working and what isn’t working in current STI policies and suggests that the most efficient and effective way to generate technological innovations that yield the desired socio-economic benefits, is for national governments to sponsor directed scientific research and directed engineering development, and align both with the requirements of carefully managed commercial production. The book also features examples drawn from government data, scholarly literature, practitioner anecdotes and the author’s personal experience.","Lane, Joseph P.",Book,"The ABC’s of Science, Technology and Innovation (STI) Policy: Spelling Out Problems, Consequences and Viable Solutions",2023-01-01,"University at Buffalo, The State University of New York",Aristotle’s Three States of Knowledge ;  China’s Innovation Strategy ;  Federal Laboratory Consortium ;  National Science Foundation ;  Orphan Product Approach ;  Science ;  Technology & Innovation ;  Technology Transfer
IoT and AI in Agriculture: Self-sufficiency in Food Production to Achieve Society 5.0 and SDG’s Globally,"This book reviews recent innovations in the smart agriculture space that use the Internet of Things (IoT) and sensing to deliver Artificial Intelligence (AI) solutionsto agricultural productivity in the agricultural production hubs. In this regard, South and Southeast Asia are one of the major agricultural hubs of the world, facing challenges of climate change and feeding the fast-growing population. To address such challenges, a transboundary approach along with AI and BIG data for bioinformatics are required to increase yield and minimize pre-and post-harvest losses in intangible climates to drive the sustainable development goal (SDG) for feeding a major part of the 9 billion population by 2050 (Society 5.0 SDG 1 & 2). Therefore, this book focuses on the solution through smart IoT and AI-based agriculture including pest infestation and minimizing agricultural inputs for in-house and fields production such as light, water, fertilizer and pesticides to ensure food security aligns with environmental sustainability. It provides a sound understanding for creating new knowledge in line with comprehensive research and education orientation on how the deployment of tiny sensors, AI/Machine Learning (ML), controlled UAVs, and IoT setups for sensing, tracking, collection, processing, and storing information over cloud platforms for nurturing and driving the pace of smart agriculture in this current time. The book will appeal to several audiences and the contents are designed for researchers, graduates, and undergraduate students working in any area of machine learning, deep learning in agricultural engineering, smart agriculture, and environmental science disciplines. Utmost care has been taken to present a varied range of resource areas along with immense insights into the impact and scope of IoT, AI and ML in the growth of intelligent digital farming and smart agriculture which will give comprehensive information to the targeted readers.","Ahamed, Tofael",Book,IoT and AI in Agriculture: Self-sufficiency in Food Production to Achieve Society 5.0 and SDG’s Globally,2023-01-01,University of Tsukuba,Data Driven System ;  Deep learning ;  Digital Agriculture ;  Machine learning ;  Smart Agriculture ;  Smart farming
A Review of Ambidextrous Leadership in Technology Start-Ups: Insights and Directions,"Tech start-up leaders must have an innovative strategic approach to sustain in a competitive market. 'Ambidextrous leadership' as an effective leadership approach, involves the simultaneous application of exploratory and exploitative strategies to cultivate an environment conducive to growth and innovation. Research to date has not yet determined the insights and directions altogether on the role of ambidextrous leadership in technology start-ups. This study aims to conduct a systematic literature review to explore insights and future research direction on ambidextrous leadership in technology start-ups. A total of 24 reviewed articles revealed key insights and directions with five major themes including ambidextrous leadership theory, individual ambidexterity, organizational ambidexterity, innovation ambidexterity (ambidextrous leadership and innovation), and ambidextrous leadership in technology start-ups development. The review also indicated limited research on ambidextrous leadership with a particular focus on tech-based startups. This paper proposes future research direction on areas like ambidextrous leadership in technology start-ups, the effectiveness of transition between opening and closing leadership behaviors, the qualitative and longitudinal context of organizational ambidexterity, the role of short-term resource management in start-ups, research and development concerning socio-economic demographics and technology domain specifics.","Aziz, S.;Rahim, N. A.",Conference Proceeding,"Proceedings of 2023 IEEE Technology and Engineering Management Conference - Asia Pacific, TEMSCON-ASPAC 2023",2023-01-01,Razak Faculty of Technology and Informatics,ambidextrous leadership ;  organizational ambidexterity ;  technology startups
Teaching and Learning TRIZ as an Innovative Educational Technology: A Systematic Literature Review,"Since its inception, the Theory of Inventive Problem-Solving (TRIZ) has been used to enhance technological creativity. However, various difficulties arise during the process of learning and teaching. This paper aims to provide a comprehensive overview of the ongoing research and challenges in the application of TRIZ in teaching, learning, and the utilization of educational tools. The primary research questions addressed include: What are the existing problems and difficulties in teaching and learning TRIZ? What are the most commonly used and popular TRIZ tools for teaching and implementation? What educational methods and tools are available to support the teaching, learning, and implementation of TRIZ? The databases IEEE, Elsevier, Springer, and Google Scholar were searched from January 2010 to December 2022. The findings are discussed based on 15 primary studies, focusing on the challenges encountered in learning and teaching TRIZ, difficulties in implementing TRIZ, and the available educational methods and tools for TRIZ.","Reyes-Huerta, David;Mitre-Hernandez, Hugo;Jaramillo-Avila, Uziel",Conference Proceeding,CEUR Workshop Proceedings,2023-01-01,Center for Research in Mathematics,Education ;  Learning ;  Teaching ;  Technological Innovation
An Analysis of Final Grades in a Mathematics Course for the Enhancement of Upcoming Engineering Students' Academic Performance by Using Multivariate Statistical Techniques,"The objective of this work is to show the importance of the use of Multivariate Statistics in the field of Research, particularly in Teaching Innovation. With the required mathematical support, it was proven that it is possible to improve the grading system semiannually providing feedback on the evaluation instruments and the weightings used in the formulas to obtain the final average of a previous subject, in which unsatisfactory results were obtained, using different methods of multivariate statistical analysis such as multiple linear regression, multivariate normal distribution, the principal components method and factorial analysis. The results obtained suggest that it is preferable to condense classic evaluations such as exams and assignments, in learning outcomes by units, and that it is necessary to incorporate a different evaluation, which allows assessing punctual attendance to classes, since, although usually this variable is not part of the evaluation, it was found to be a key piece in the approval of a subject. Finally, a Chernoff face analysis was carried out for the comparison of the final results obtained in the “MATLAB” 2018-II and “Numerical Methods” 2019-I subjects, taught at the School of Environmental Civil Engineering of the participant university, concluding that the implementation of this proposal, with which the approval of the entire second group of students was achieved, allows the optimization of academic performance through a methodology that is aimed at any teacher who wishes to replicate the same.","Hananel, Alberto;Loaiza, Sandra;Collantes, Jaime",Conference Proceeding,CEUR Workshop Proceedings,2023-01-01,Universidad Católica Santo Toribio de Mogrovejo;Universidad Nacional Pedro Ruiz Gallo;Universidad de Granada,academic performance ;  Chernoff faces ;  multivariate statistics ;  teaching innovation
ASSESSING BUILDING INFORMATION MODELLING (BIM) AWARENESS LEVEL AMONG THE ROYAL MALAYSIA AIR FORCE (RMAF) OFFICER: PUBLIC PROJECT,"Building Information Modelling (BIM) is said as an evolving and transformative technology that has revolutionised innovation within the Architecture, Engineering, Construction, and Operation (AECO) industry. The fundamental premise of BIM revolves around facilitating collaboration across diverse project teams throughout the entirety of a project's lifecycle. Despite the Malaysian construction industry's ambitions to integrate BIM into public projects exceeding RM10 million in value, the utilisation of BIM remains vague in public projects financed by the Royal Malaysia Air Force (RMAF) and overseen by the Malaysian Public Works Department (PWD). As a result, the primary objective of this paper is to investigate the present awareness of BIM among project teams within the RMAF. A survey in the form of a questionnaire has been disseminated to project teams engaged in public building projects across Malaysia, funded by the RMAF. This research adopted descriptive data analysis using a combination of manual calculation of maturity level score and Statistical Package for the Social Sciences (SPSS). Findings indicate a significant majority of project teams within the RMAF exhibit limited awareness of BIM implementation. Consequently, further investigation is needed to examine the underlying factors contributing to this conspicuous lack of awareness within the teams, with corresponding suggestions for enhancement. From there, this could help public officers like RMAF to have a better awareness of how to adopt modern construction practices which enhance a country's standing on the global stage.","Saedin, Ridzuan;Brahim, Juliana;Nasir, Nasyairi Mat",Journal,Malaysian Construction Research Journal,2023-01-01,"Ministry of Defence, Government of Malaysia;Universiti Teknologi MARA",Awareness ;  Building Information Modelling (BIM) ;  Maturity Model ;  Performance ;  Public Project
Exploring plant microbiome: a holistic approach to sustainable agriculture,"Plant microbiome comprises dynamic consortium of all the microbes (bacteria, fungi, viruses, and nematodes) colonizing multiple tissues in rhizosphere, phyllosphere, and endosphere or microbiome comprising all the microbial genomes. The interplay between plant–microbe interaction and unveiling its role helps in accelerating plant growth for better productivity and sustainability. At present, the crop production is constrained by a number of factors like unanticipated climatic changes, demographic patterns and the need for sustainable production is a must. Traditional farming practices have already been exhausted in terms of their effectiveness in increasing production and productivity which necessitates the inclusion of microbial innovations. Success in use of microorganisms as bioinoculant in biofertilizers and biopesticides would offer opportunities to serve as an alternative to chemical products in farming practices and promoting sustainability. Exploring plant microbiota with regard to different species and/or plant genotype, environmental condition, nutrient uptake, and biotic/abiotic stresses would provide us with suitable strategies and better candidate for a particular area. Since these microorganisms are rich repositories of biosynthetic pathways and production of specific biomolecules, the research in allied sectors and advancement of genetic tools would aid in modulating the properties of specific microbes and improved microbial consortium is helpful to agriculture community to meet the demands of expanding population in a sustainable manner. Advancements in genetic engineering to improve characteristic and inclusion of genetic modified organisms with upgraded functions to fulfill food security issues can address the issue up to a certain extent. Crop breeding programs have yet to be explored for improvement and selection of plant microbiome. The advent of automated DNA synthesis, sequencing, molecular biology, and computational bioinformatics with the latest gene editing tools like CRISPR-Cas has found variable applications in agriculture sector but their implementation in microbial research is limited. Deciphering this key relation between plant microbiome and their influence on soil and plant growth is critical to examine and utilize their benefits in sustainable food production. The research in sustainable agriculture is progressing to improve soil health and increase productivity among which the plant microbiome is emerging as a new horizon which is less explored but provides with wider range of opportunities for a healthier mother earth reaching through sustainable ends.","Krishna, Stuti;Bhutia, Dawa Dolma;Chaubey, Ranjan Kumar;Sudhir, Ichini",Book,Microbiome Drivers of Ecosystem Function,2023-01-01,Navsari Agricultural University;Banaras Hindu University,Endosphere ;  GMO ;  microbiota ;  phyllosphere ;  rhizosphere
STEAM Education and Innovation Learning Towards Circular Strategies,"In these times of climate crisis, we must focus more on developing various educational and training programmes to teach circular strategies and business transformation to build the adaptive competence of future talent and support the circular transformation of product and service design. Combining STEAM (science, technology, engineering, arts, and mathematics) education and innovative learning can create an ecosystem for green enterprises and sustainable development. Developing countries facing climate change challenges in this fourth industrial revolution (4IR) era need skilled workforces to create inventive solutions. The education system needs to develop human capital to find better solutions to the problems of climate change that can be undertaken with limited resources and that can meet the Sustainable Development Goals (SDGs). This chapter explores how STEAM education and innovation learning can raise awareness of the circular economy and help young people take responsibility for tackling climate issues. Based on the analysis of available data, documents, journals, and reports, the qualitative study described in this chapter explores the need for specific educational approaches to survive changes to our climate and create green businesses for a sustainable future. The research findings reveal that STEAM education and innovation learning can lead to responsible enterprises able to implement circular strategies to drive sustainable development in developing countries.","Khanom, Naiyer Fatema",Book Series,Sustainable Development Goals Series,2023-01-01,The University of Queensland;Founder Institute Adelaide Chapter;Wisecar Private Ltd.,Circular economy ;  Green enterprises ;  Human capital ;  Innovation learning ;  STEAM Education ;  Sustainable development
Research on Feature Extraction of Power Grid Technical Transformation Project Based on NLP-LSTM,"The power grid production technology transformation project is an important guarantee task for ensuring the safe and reliable operation of the power grid. The power grid technical renovation projects under different project types and voltage levels also have their own characteristics. Therefore, the factors related to various power grid technical renovation projects are very complex and diverse, making the design of evaluation index systems for these projects very difficult. The obtained index systems often fail to accurately reflect the characteristics of cost management and evaluation of technical renovation projects, and cannot guarantee the objectivity and accuracy of evaluation results. This paper proposes to use the principle of natural language processing technology, combined with word segmentation technology to classify the existing technical innovation projects, and use LSTM neural network combined with the existing evaluation index set of the whole process cost management to screen the key index features, finally forming a relatively simplified evaluation index system. Through analysis, it is found that the feature extraction method proposed in this paper is highly accurate, and the feature extraction results are reasonable.","Qi, Xia;An, Lei",Conference Proceeding,"Proceedings - 2023 International Conference on Advances in Electrical Engineering and Computer Applications, AEECA 2023",2023-01-01,State Grid Jibei Electric Power Company Limited,deep learning ;  engineering project management ;  natural language processing ;  power grid technical transformation project
On the effectiveness of experiential teaching methods: the impact of University Challenges on students' attitudinal development,"The adoption of experiential teaching methods (e.g., flipped classroom, case-based learning, university challenges, etc.) with respect to traditional ones is gaining momentum in educational institutions. Due to the spread of those experiential methodologies, the aim of this study is to evaluate the impact of university challenges on students' attitudinal development, impact on fit to role and job satisfaction. We developed a questionnaire and a personality test, which we administered to two datasets of Engineering & Management students, from 2022 onwards. The first questionnaire was developed by combining 249 items from the International Personality Item Pool (IPIP) and dimensions from the O*NET workstyles, which respectively represent a database of psychological constructs and job profiles characteristics. The second questionnaire was designed by integrating dimensions from occupational dimensions and occupational dimensions. The study found that Analytical Thinking and Innovation are positively related to the participation to the University Challenge. Job satisfaction is influenced by many different factors, with no evident impact generated by participation to contests during academic studies. The research allowed to quantitatively demonstrate the impact and influence played by one of the experiential teaching methods - namely, challenge-based learning, although not yet widely adopted.","Di Luozzo, S.;Fantozzi, I. C.;Schiraldi, M. M.",Conference Proceeding,Proceedings of the Summer School Francesco Turco,2023-01-01,"Università degli Studi di Roma ""Tor Vergata""",Attitudes ;  Challenge ;  Education ;  Human Factor ;  Industrial Engineering ;  Teaching ;  University
Industry 4.0 and Education: Evolving Content and Learning Experiences,"The integration of information and communication technology (ICT) with industrial advancements, known as Industry 4.0, is set to revolutionize production processes, making them more efficient, green, and flexible. On the other hand, as academic institutions face a big challenge in finding ways to improve the learning experience and academic performance of future students, the technological innovations of Industry 4.0 can help in meeting this challenge. This research paper investigates the impact of Industry 4.0 on universities and their courses, analysing the skills and competencies needed to manage its systems. Technologies such as autonomous robots, simulation, the Industrial Internet of Things, additive manufacturing, augmented reality, Big Data and analytics are all considered essential components of Industry 4.0. Academic institutions may need to consider how these technologies can be applied in the educational field to improve learning experiences and academic performance of current and future students while providing students with up-to-date knowledge on this continuous transformation. This paper presents an analysis of scientific literature to map the state of the art on this topic and highlight challenges and opportunities for academic institutions to evolve content and experience in the context of Industry 4.0.","Santolamazza, A.;Introna, V.",Conference Proceeding,Proceedings of the Summer School Francesco Turco,2023-01-01,"Università degli Studi di Roma ""Tor Vergata""",digital transformation ;  Education 4.0 ;  educational innovation ;  engineering education ;  Industry 4.0
Research on Application of Artificial Intelligence in Power System Fault Detection,"The stable operation of the power system is crucial for the normal operation of society. To improve the reliability and safety of the power system, the application of Artificial Intelligence (AI) technology in power system fault detection has become a research focus. This study used a deep learning model - Bidirectional Long Short Term Memory (Bi-LSTM), and compared it with traditional Support Vector Machine (SVM) to evaluate its performance in power system fault detection. In the experiment, this paper selects the power system data set containing various fault types and complex time series, and carries out detailed data preprocessing. By training and testing two models, the experimental results show that Bi-LSTM is obviously superior to the traditional SVM method in accuracy, recall and Fl value. This shows that the deep learning model can better capture the characteristics of complex time series data in power system and improve the accuracy and robustness of fault detection. This study provides empirical support for the introduction of AI technology in the field of power system, and lays the foundation for future interdisciplinary cooperation and technological innovation. This will help push the field of power system towards a smarter, more reliable and more efficient future.","Zhang, Yujie",Conference Proceeding,"Proceedings - 2023 International Conference on Internet of Things, Robotics and Distributed Computing, ICIRDC 2023",2023-01-01,Harbin Huade University,Artificial Intelligence ;  Bi-LSTM ;  Fault Detection ;  Power System
Improving Success Rates for Underrepresented Students in an Information Systems Program,"Despite decades of effort and millions of dollars invested towards diversity, equity and inclusion (DEI) initiatives at many U.S. universities, a lack of diversity persists in information systems (IS) programs in both the student body makeup and faculty hiring pools. In 2019, women earned at least half of science and engineering degrees, but only 20% of computing degrees (Hamrick, 2019). Organizations that prioritize diversity consistently perform better and produce more innovative products. Considering that successful technology companies thrive on innovation, they should be clamoring to hire more diverse graduates in STEM and computing fields such as information systems. Despite recent layoffs in the technology sector (mostly related to prospective technologies like virtual reality and artificial intelligence), companies continue to anticipate significant shortages in available talent (Mearian, 2023). IS graduates are still in high demand and IS programs need to identify barriers to students’ success, particularly underrepresented students. Underrepresented students are more likely to encounter difficulties related to financial resources, familial support, and prejudice from faculty and peers. While social inclusion research has begun developing important theories to explain participation in IS such as Individual Differences Theory of Gender and IT (IDTGIT) (Trauth, 2002, 2013), academic research does not always clearly provide practical advice to faculty seeking immediate answers to make a meaningful impact for IS programs. This TREO talk will present results from a small exploratory, mixed methods study that asked underrepresented students about barriers they faced in an IS program housed in a College of Business in the Southeast U.S. The study was designed and conducted by an undergraduate student as part of her honors capstone project. One hundred three students of all backgrounds were recruited to take an online survey, of which 60 students provided complete answers. From the online survey, seven underrepresented students agreed to be interviewed about their experiences with the IS program. Participants suggested several simple yet impactful, practical and actionable steps that the IS program could immediately take to improve these students’ likelihood of success.","Warren, Mya R.;Connolly, Amy J.",Conference Proceeding,"29th Annual Americas Conference on Information Systems, AMCIS 2023",2023-01-01,James Madison University,
Design Thinking to Improve Multi-Stakeholder Requirements Engineering,"Requirements engineering is perceived as one of software development's most vital but complex activities. Despite considerable advances, many software products continue to fail to fulfil their users' needs. A multi-stakeholder environment with several groups of users and developers additionally exacerbates known challenges in requirements elicitation. Following principles of action research, we investigate how practices of design thinking as an established approach to human-centred innovation may overcome or at least attenuate challenges of requirements elicitation in a multi-stakeholder environment. By observing and modelling the current requirements elicitation process of a multi-stakeholder app development project of an international OEM, we identified several challenges, for example, related to arbitrary prioritisation of requirements. Integrating our empirical observations of the requirements elicitation process with extant knowledge of design thinking, we propose a new requirements engineering process to address the challenges we identified. An evaluation of Infused Design thinking within the new process in the app development project supports the expectation of improved outcomes. As a key benefit, we observed improvements in the understanding of user needs in the engineering and development teams when harnessing the new process. We conclude by discussing the implications of our results for both research and practice.","Ludmann, Julia;Przybilla, Leonard",Conference Proceeding,"29th Annual Americas Conference on Information Systems, AMCIS 2023",2023-01-01,Technische Universität München,Agile Development ;  Design Thinking ;  Industry ;  Multi-Stakeholder ;  Requirements Elicitation ;  Requirements Engineering
Shaping the Future of Work: Responsible Design and Public Policy for Generative AI,"As Microsoft 365 Copilot and other generative AI technologies reconfigure our daily work, the potency of large language models (LLMs) in synergy with diverse user data sources has sparked debate on the transformative nature of generative Artificial intelligence (AI) in the workplace. The potential for AI to bolster communication, collaboration, ideation, and automation is merely an overture to the anticipated singularity of technological systems, with generative AI attaining unprecedented intelligence levels that transcend human capabilities, honing its knowledge processing, and increasingly making autonomous decisions. To cultivate a harmonious co-evolution of humans and machines, an innovative approach to generative AI design governance and associated public policy, including responsible AI design, is crucial. Such a strategy empowers policymakers to forge a transparent, equitable generative AI ecosystem that spurs innovation while maintaining digital transformation and preserving stakeholder well-being. Potential public policies for responsible AI design should address these societal concerns: (1) Design Standards: Create responsible AI design criteria, linking compliance to legal accountability for AI-caused damages. Possible research question (RQ): How can legal frameworks incorporate emerging ethical considerations and best practices in responsible AI design standards? (2) Limited Tort Liability: Offer limited tort liability to compliant companies, balancing innovation and legal accountability. Possible RQ: What criteria or metrics should determine limited tort liability for companies adhering to responsible AI design? (3) Responsible Digital Innovation: Promote equitable access, end-user control, and algorithmic transparency with technology policy advancements. Possible RQ: What policies and measures can encourage equitable access, control, and transparency in generative AI systems? (4) Continuous Evaluation: Regularly review and update standards and guidelines, considering AI evolution, ethical concerns, and legal landscape changes. Possible RQ: How can evaluation methodologies effectively adapt to assess and update AI standards in response to technological and ethical developments? (5) Stakeholder Engagement: Collaborate with diverse stakeholders for a balanced regulatory environment. Possible RQ: How can stakeholder groups best collaborate in generative AI policy, including multiple perspectives and addressing conflicts of interest? (6) Public Awareness and Education: Raise responsible AI design awareness via educational resources and public dialogue. Possible RQ: What strategies can effectively increase public awareness and understanding of responsible AI design and its societal implications? (7) International Cooperation: Foster global cooperation for consistent legal frameworks and responsible AI design practices. Possible RQ: What mechanisms can facilitate harmonizing generative AI legal frameworks and sharing best practices internationally? (8) Human Rights and Dignity: Safeguard human rights and dignity in AI design and implementation. Possible RQ: How can AI design principles prioritize human rights and dignity, aligning AI systems with societal values and ethical standards? A holistic approach, responsive to the burgeoning landscape of generative AI technologies, melds legal, ethical, and engineering insights to ensure AI systems enrich life quality while conforming to societal values and ethical tenets.","Abhari, Kaveh;Eisenberg, David",Conference Proceeding,"29th Annual Americas Conference on Information Systems, AMCIS 2023",2023-01-01,New Jersey Institute of Technology;San Diego State University,
Empowering Domain Experts in Developing AI: Challenges of bottom-up ML development platforms,"Recent trends in AI development, exemplified by innovations like automated machine learning and generative AI, have significantly increased the bottom-up organizational deployment of AI. No- and low-code AI tools empower domain experts to develop AI and thus foster organizational innovation. At the same time, the inherent opaqueness of AI, complemented by the abandonment of requirement to follow rigorous IS development and implementation methods, implies a loss of oversight over the IT for individual domain experts and their organization, and inability to account for the regulatory requirements on AI use. We build on expert knowledge of no- and low-code AI deployment in different types of organizations, and the emerging theorizing on weakly structured systems (WSS) to argue that conventional methods of software engineering and IS deployment can’t help organizations harness the risks of innovation-fostering bottom-up developments of ML tools by domain experts. In this research in progress paper we review the inherent risks and limitations of AI - opacity, explainability, bias, and controllability - in the context of ethical and regulatory requirements. We argue that maintaining human oversight is pivotal for the bottom-up ML developments to remain “under control” and suggest directions for future research on how to balance the innovation potential and risk in bottom-up ML development projects.","Thalmann, Stefan;Fomin, Vladislav V.;Ramos, Isabel;Gremsl, Thomas;Mourzine, Eugene",Conference Proceeding,"International Conference on Information Systems, ICIS 2023: ""Rising like a Phoenix: Emerging from the Pandemic and Reshaping Human Endeavors with Digital Technologies""",2023-01-01,Vilniaus Universitetas;Rockwell Automation;Universität Graz;Universidade do Minho,AI ;  autoML ;  Bottom-up development ;  domain experts ;  low-code ;  no-code
Summary of the CFD 2030 Integration Committee Invited Panel on Physics Based Model Improvement and Uncertainty Quantification for the Digital Engineering Transformation,"In 2018, the DoD published its Digital Engineering Strategy where they identified five (5) Goals and Focus Areas. Goal 3, ""Incorporate Technological Innovation to Improve the Engineering Practice"", identified many of the Technology Innovations that were highlighted in the CFD 2030 report such as Physics-Based Models, Computing Technology, Data Visualization, Artificial Intelligence, and Big Data Analytics. The CFD 2030 report specifically identified research and development needs and associated roadmaps that address the DoD Digital Engineering Goals by enabling the AIAA community to ""derive useful information from the simulations,"" and to perform ""smart knowledge extraction from large-scale databases and simulations, automate the process of sifting through large amounts of information, often at a number of different geographic locations, and extracting patterns and actionable design decisions"". At the AIAA AVIATION 2022 conference, an invited panel session was held which strived to address the big question of - How to use Physics-Based Simulations to create models that enable decision makers to make confident informed choices in diverse engineering disciplines such as aerodynamics, structures, stability, guidance, and control during a vehicle design cycle. This paper summarizes and documents the presentations and conclusions.","Duque, Earl P.N.;Morton, Scott A.;Wissink, Andrew;Stone, Spenser W.;Spotz, William;Caraway, Daniel J.;Legensky, Steve M.",Conference Proceeding,"AIAA SciTech Forum and Exposition, 2023",2023-01-01,United States Department of Energy;Lockheed Martin Corporation;US Army ERDC/ITL CREATE;Technology Development Directorate;Intelligent Light,
