Title,Abstract,Author,Aggregation_Type,Publisher,Publication_Date,Institutions,Keywords
Design of remote smart home control system based on the Internet of Things,"With the continuous innovation of related technology and the rapid development of information industry, the Internet of things, as a new product of information technology, has been applied in many fields, especially in the field of residential home. It is of great significance to promote the quality of people's daily life. In view of this, this paper briefly analyzes the collection and transmission of indoor remote control signal. On the basis of this, the design of remote control software is analyzed and discussed. Finally, the practical application test shows that the remote smart home control system designed by this research can realize the effective transmission of the indoor electrical control of information. It can meet the needs of practical use both in controlling accuracy and the delay.",Che Y.,Conference Proceeding,MATEC Web of Conferences,2018-07-02,Sichuan Vocational College of Information Technology,
Improving lightweight materials processing for automotive by using intercritical annealing,"""Fat men cannot run as fast as thin men, but we build most of our vehicles as though deadweight fat increased speed.... I cannot imagine where the delusion that weight means strength came from...."" - Henry Ford. Fuel efficiency and safety innovations are the most important consumer consideration purchasing a car. Lightweight material contributes for increasing car efficiency as steel development for automotive material leads to ""Formable-Weldable High Strength Steel"" that possesses high strength without sacrificing its ductility and weld ability. During this research study indicates the difficulties in production of automotive materials through TRIP steel, as challenged by a Dual Phase Steel produced from an ordinary commercial C-Mn steel through an ""Intercritical Annealing"" route. Intercritical annealing had done at 740°C with variations in soaking time are followed by fast cooling in water. The Ferrite that surrounded by Martensite caused a significant impact to increase the strength of Dual Phase Steel, from 523.36 MPa to 1 GPa, with TEL 0.25 and UEL value of 0.2. By increasing the strength of Dual Phase Steel will impact the lightweight of the body frame of the car. With the higher the strength of Dual Phase Steel then the body of the car will improve lightweight.",Dewi Basoeki P.,Conference Proceeding,MATEC Web of Conferences,2018-07-02,Universitas Katolik Indonesia Atma Jaya,
Enhancing cybersecurity skills by creating serious games,"Adversary thinking is an essential skill for cybersecurity experts, enabling them to understand cyber attacks and set up effective defenses. While this skill is commonly exercised by Capture the Flag games and hands-on activities, we complement these approaches with a key innovation: undergraduate students learn methods of network attack and defense by creating educational games in a cyber range. In this paper, we present the design of two courses, instruction and assessment techniques, as well as our observations over the last three semesters. The students report they had a unique opportunity to deeply understand the topic and practice their soft skills, as they presented their results at a faculty open day event. Their peers, who played the created games, rated the quality and educational value of the games overwhelmingly positively. Moreover, the open day raised awareness about cybersecurity and research and development in this field at our faculty. We believe that sharing our teaching experience will be valuable for instructors planning to introduce active learning of cybersecurity and adversary thinking.",Švábenský V.; Cermak M.; Vykopal J.; Laštovička M.,Conference Proceeding,"Annual Conference on Innovation and Technology in Computer Science Education, ITiCSE",2018-07-02,Masaryk University,Cybersecurity ;  Game-based learning ;  Project-based learning
A two-staged capstone project to foster university-business dialogue,"Capstone projects improve the endowments of knowledge, ability and skills earned by higher-education students, and help intensify the university-business dialogue. While not solely suited for BSc curricula, capstones raise the employability of BSc graduates, whose market value is intrinsically inferior to their MSc correspondents, yet highly attractive thanks to shorter turn-around time. Designing a BSc curriculum in Computer Science after those premises requires balancing two forces. One is traditional content-centered teaching, which has many adepts and exerts higher pressure on the shorter duration of the study path. The other is learner-centered teaching, which promotes active teaching strategies, and makes room for capstone inserts. This paper discusses how the University of Padua went around that challenge designing its BSc curriculum in Computer Science in 2002, and critically assesses its outcome to date. 27 credit hours of the total 180 in the novel curriculum were devolved to a capstone project comprising an internship in business, whose critical review feeds the final exam. The capstone was organized as a two-staged progression: (a) the first leg being a preparatory, learning-for-work collaborative laboratory aimed at the acquisition of soft skills, and exposure to technology innovation challenges; and (b) the second leg promoting a learning-through-work individual internship. Evaluation of field data from 14 cohorts of graduates, from 07/2004 to 12/2017, shows that the BSc curriculum has met with the appreciation of students and employers, and it has served well the purpose of boosting the university-business dialogue.",Vardanega T.; Fedeli M.,Conference Proceeding,"Annual Conference on Innovation and Technology in Computer Science Education, ITiCSE",2018-07-02,Università degli Studi di Padova,Capstone project ;  Cooperative learning ;  Curriculum development ;  Higher education ;  University/business dialogue
Cybersecurity in liberal arts general education curriculum,"Cybersecurity learning has been explored through different analytical lenses, across a range of grade levels and academic institutions. From attempts to standardize learning with accreditation to refining curricula and labs, there is currently considerable effort to create more programs in this discipline to address a million-job gap within the cybersecurity workforce. One primary challenge in cybersecurity education on the post-secondary level is offering experiential coursework to undergraduate students at liberal arts institutions. While such experiential coursework is already prevalent at research universities, smaller liberal arts institutions are still trying to gain a foothold into offering cybersecurity as a course of study. We address this issue with the design of an undergraduate course and cybersecurity learning modules that fit into the liberal arts education. First, we present the design of a general education course situated in a new educational paradigm, project CyberPaths, aiming at helping primarily undergraduate institutions with limited resources to introduce experiential cybersecurity learning. It takes advantage of experiential learning through a cloud infrastructure called Global Environment for Network Innovations (GENI). Then we describe our experience teaching this First Year Experience (FYE) course that exposed freshmen of different majors to cybersecurity. We present the design of pre- and post-course surveys, as well as focus group interviews that were used to evaluate students’ learning experience. Student feedback and direct observation suggest that incorporating flexible cybersecurity modules into general education coursework can be an effective vehicle to demonstrate importance and key concepts of cybersecurity to a diverse student population.",Mountrouidou X.; Li X.; Burke Q.,Conference Proceeding,"Annual Conference on Innovation and Technology in Computer Science Education, ITiCSE",2018-07-02,College of Charleston;Johns Hopkins University,Cybersecurity ;  General Education ;  GENI ;  Liberal Arts
Promoting the adoption of educational innovations,"Most projects that create innovations in Computer Science education, whether they be changes to content or pedagogy, focus on first developing materials and then proving effectiveness. For educational innovations to have impact, however, they must be adopted by other instructors. Getting instructors to use new educational strategies is a significant challenge, with most new techniques never obtaining widespread adoption. Researchers who do consider dissemination of their research frequently use techniques such as publications and workshops, which are known to be insufficient. While there is a significant body of research on how to successfully propagate educational innovations, many CS education researchers are unfamiliar with it. Additionally, the majority of this work is from science education rather than CS education, and it is unclear how it will apply to CS. We bridge this gap by summarizing existing literature on educational innovation propagation.",Taylor C.; Zeume T.; Bort H.; Spacco J.; Butler Z.; Maiorana F.; Bunde D.; Barnas M.; Hovey C.,Conference Proceeding,"Annual Conference on Innovation and Technology in Computer Science Education, ITiCSE",2018-07-02,Technische Universität Dortmund;Knox College;Indiana University Bloomington;Marquette University;Università degli Studi di Catania;Oberlin College and Conservatory;Rochester Institute of Technology;University of Colorado Boulder,Curriculum design ;  Pedagogy ;  Propagating educational innovation
Teaching the societal consequences of computer science: New ideas for increasing student involvement,"Almost every university has an upper year course in which students read, discuss and write about the implications for society of advances in computer science. This paper describes our experience updating Waterloo University’s version over three offerings of a course that is two decades old. We discovered that students prefer to read material that is current, that overt marking achieves universal participation in discussion and that assignments stressing precise control of short prose improve writing. Most interestingly, we observed students working together to create new ways of learning. These innovations are the result of paying close attention to the strengths, tastes and interests of the students.",Cowan B.; Fourquet E.; Kryven M.,Conference Proceeding,"Annual Conference on Innovation and Technology in Computer Science Education, ITiCSE",2018-07-02,Massachusetts Institute of Technology;Colgate University;University of Waterloo,Active learning ;  Class-size ;  Discussion ;  Engagment ;  Ethics ;  Professional practice ;  Social issues ;  Society ;  Writing
'Made in china 2025' background of high-end technical skills talents training innovation model research,"With reference to Germany's dual system applied talents training mode, combined with higher and secondary vocational and technical education at the present stage in China's reality, in the form of university-enterprise cooperation, combining the teaching process of CNC programming and processing technology, training can meet the demand of enterprise can quickly realize nc machine tool operation and programming technology, skilled talents, to achieve the skilled talents in vocational colleges and the seamless docking between unit of choose and employ persons. In teaching training equipment, teaching means and teaching method has carried on the new attempt, hierarchical teaching according to different students, theoretical study and practice the effective cohesion, greatly improving the teaching quality and teaching effect. This kind of study is a successful exploration to cultivate the model of high - end skill talents.",Cui X.; Li L.; Wang Y.; Zhou L.; Chang F.,Conference Proceeding,"Proceedings - 8th International Conference on Instrumentation and Measurement, Computer, Communication and Control, IMCCC 2018",2018-07-01,University of Science and Technology Liaoning;Anshan Normal University,Cnc lathe operation and programming ;  Dual system ;  Talent training mode ;  The simulation of numerical control lathe ;  University-enterprise cooperation
The advanced training system of specialists for the defense-industrial complex on the basis of BMSTU's engineering research centers,"Research is presented on the development and implementation of a new training system in the field of complex advanced professional training of defense industry specialists. Modern society requires the preparation of a specialist of a new level capable of providing the process of creating, implementing and broadcasting innovations aimed at outstripping the development of scientific and industrial branches; master the technology of acquiring a wide range of knowledge, ensuring its successful adaptation in the new conditions of social development and the ability to create innovative products and technologies. The scientific foundations of the advanced training system are presented, the implementation of which was carried out at BMSTU based on the unification of scientific and educational centers, using specialized research stands, simulators, modern information technologies, the use of the ""Russian method"" in training. The innovative components of the system are considered: a project approach to advanced learning; gaming; methods and models of work in mixed creative groups; upstream training methodology; self-organizing models of career trajectories.",Aleksandrov A.; Proletarsky A.; Neusypin K.,Journal,Perspektivy Nauki i Obrazovania,2018-07-01,Bauman Moscow State Technical University,Advanced training ;  Career trajectory ;  Gaming ;  Innovations ;  Project approach ;  Scientific and educational centers ;  Training system
Technological universities of India to achieve global quality and excellence,"There is a large number of Technological and Technical Universities in India but unfortunately none of their rank in global ranking with the exception of few premier institutes/universities. These universities are functioning under a highly regulated environment which restricts the level of freedom required for responding to the fast changes happening in the industry. The end result is the graduates passing out of these universities are not employable. This scenario must be changed hence authors of this paper have investigated what ails the technical education system in India. Apart from excessive regulations, large number of colleges affiliated to a university, education treated as a business instead of places for academic excellence and research, and lack of innovations on the part of faculty and students, adoption of quality standards in research, teaching, and management is an absolute imperative to improve existing system. Authors have proposed various programs to be designed and implemented to improve quality in engineering education. The regulatory agencies have also proposed few programs but implementation at the university and colleges/institute level remains questionable.These programs must be championed by the top management of these organizations and adequate funding must be allocated else the importance of these programs gets limited to showing documents and saying right things in front of accrediting agencies at the time of assessment.",Ratnalikar N.; Patil S.,Journal,Journal of Engineering Education Transformations,2018-07-01,"Symbiosis Institute of Digital and Telecom Management;College of Engineering, Pune;Nokia Bell Labs;Indus Valley Technologies",Management ;  Quality programs ;  Technical universities ;  Technological universities
Training higher school students in rapid prototyping technology as a final stage of their preparation for innovative activities,"Introduction. The methodological systems of preparation for innovative engineering activity involve the involvement of students in all stages of the innovation cycle, including obtaining an intangible innovative product. However, the inability to obtain in students a material innovative product reduces the effectiveness of the preparation of these systems. The purpose of this study is to create a methodical system for preparing students for innovative research activities based on their involvement in all stages of obtaining a material innovative product using additive technologies. Materials and Methods. For writing the article the authors used the main points of the integrated approach to learning (integration of theoretical and practical training of innovative research activities and interdisciplinary integration of various branches of science (pedagogy, mathematical modeling, 3D modeling, additive technologies, innovation). Results. The methodical system of training students of technical higher education institution has been created and implemented, ensuring their involvement in all stages of the innovation cycle due to the use of rapid prototyping technologies. The effectiveness of technologies is confirmed by the results of the pedagogical experiment. Discussion and Conclusions. The performed researches allowed to create a methodical system for training students of technical universities of innovative research activities based on rapid prototyping technologies. This method significantly improves the effectiveness of training. It ensures the participation of students in all stages of obtaining a material innovative product: during the study of the course, and during classroom sessions. This method was developed and tested for the implementation at National Research Ogarev Mordovia State University. It provides the practical significance of the study considered in the article. Further development of the material presented in the article can be related to the expansion of the infrastructure of the Rapid Pro university center for designing and prototyping and attracting students to manufacturing industrial products.",Naumkin N.; Kondratieva G.; Grosheva E.; Kupryashkin V.,Journal,Integration of Education,2018-07-01,Ogarev Mordovia State University,Competence ;  Competence approach ;  Innovative engineering activity ;  Methodical system ;  Rapid prototyping technology
"Evaluation of availability of human, scientific, technological and innovative potential in the context of priorities in scientific and technological development of the Russian Federation","Introduction. The implementation of priorities of the scientific and technological development of the Russian Federation involves an assessment of the trends in the development of human, scientific, technological and innovation potential within the framework of these directions. In modern conditions of transformation of science and technology into key factors of Russian development, it is necessary to provide the country's economy with human resources capable of withstanding ""big challenges"", but at this stage there is a shortage of highly qualified specialists in many key industries that can offer a new scientific result, taking into account the prospects for its application. The purpose of the article is to develop an approach to assess the human, scientific, technological and innovative potentials in the context of priorities in the scientific and technological development of the Russian Federation and its validation using the example of three priorities. Materials and Methods. The materials of this study draw on Rosstat and FSMNO ; Rospatent; Web of Science and Scopus. The object of research is to assess human, scientific, technological and innovative potential in the context of priorities in scientific and technological development of the Russian Federation. In the course of the research, a multiplicative model of the impact of the availability of human, scientific, technological and innovative capacity on labour intensity was developed. In the process of research, the following research and analysis methods were used: comparison, induction and deduction method, generalisation method, chain substitution method, logical structure study, system analysis, and special methods of statistical, comparative analysis. In the methodological plan, we used the system and process appro aches in the basis of the study. Results. The study revealed that the labour intensity in 2016 for all three priorities of the scientific and technological revolution of the Russian Federation has increased. Therefore, according to the priorities of the scientific and technological revolution of the Russian Federation, the availability of scientific, technological and innovative potential is not sufficient, which leads to a decrease in the reverse indicator of labour intensity - labour productivity in the markets within the framework of these priorities. Concerning the impact on labour intensity in all three priorities, one observes: the growth of ""collaborations"" in fundamental research, the applied effectiveness of scientific activity, ""collaborations"" of applied research; reduction in citations from scientific articles, low patent activity of engineering and technical workers, technological demand for patents. Therefore, against the background of emerging collaborative activity of actors in the process of research and development and the growth of the applied effectiveness of scientific activity, there is a low level of orientation of scientific and scientific-technical results to c ommercialisation. Discussion and Conclusions. On the basis of the multiplicative model developed by the authors for assessing the impact of the provision of human, scientific, technological and innovative capacities on labor intensity, it was tested on the example of the three priorities of the scientific and technological development of the Russian Federation (a, b, c). It was revealed that the labour intensity in 2016, according to the priorities of the Scientific and Technical Council of the Russian Federation, increased, and the availability of scientific, technological and innovative potential is not sufficient, which leads to a decrease in the inverse measure of labour intensity - labour productivity in high-tech markets within the framework of these priorities. Concerning the impact on labour intensity for all three priorities, it was revealed: the growth of ""collaborations"" of fundamental research, the applied effectiveness of scientific activity, ""collaborations"" of applied research; reduction in citations from scientific articles, low patent activity of engineering and technical workers, technological demand for patents. It was also revealed that against the background of the emerging collaborative activity of actors in the process of research and development and the growth of the applied effectiveness of scientific activity, there is a low level of orientation of scientific and scientific-technical results to commercialisation.",Mintsaev M.; Ilina I.; Parfenova S.; Dolgova V.; Zharova E.; Agamirova E.,Journal,Integration of Education,2018-07-01,"Russian Research Institute of Economics, Politics and Law in Science and Technology (RIEPL);Ministry of Education and Science of the Russian Federation",Innovation potential ;  Labor intensity ;  Patent activity ;  Personnel potential ;  Priorities of scientific and technological development ;  Publication activity ;  Technology
New developments in next-generation shinkansen research - new e956 series shinkansen prototype,"In November 2016, East Japan Railway Company (JR East) announced ils Mid-to-long Term Vision for Technological Innovation including ""Research and development toward a next-generation Shinkansen."" The concept is to attain a high level of safety, stability, comfort, a lower environmental burden, and greater ease in maintenance. Accordingly, we have decided to build a new high-speed test train for the Shinkansen as an experimental platform for to embody the concept. This train will be developed with the extension to Sapporo and legacy of present trains in mind.",Edo Y.; Kawakami O.,Journal,Japanese Railway Engineering,2018-07-01,East Japan Railway,
Automated green innovation for computerized numerical-controlled machining design,"With the development of manufacturing technology and strict international environmental regulations, green production has become an imperative research topic in the manufacturing industry. Because cutting is affected by several factors, the development of green processes is vital for automated cutting using machines. These factors are often subjective and are set up merely based on the manual and experience of engineers, reducing tool life and deteriorating tool precision; ultimately, this approach increases production costs and reduces production efficiency. Moreover, the ecological environment can be seriously affected. Furthermore, the parameters must be adjusted according to variations in the processing state, which is a considerable drawback for the automated cutting industry. In this study, we investigated the precision computerized numerical-controlled cutting process as an example. We first assessed the literature and investigated tool wear and cutting noise as quality standards for green computerized numerical-controlled cutting. The cutting depth, cutting speed, feed rate, and the tip of the center were selected as control parameters. The consistency of the results was verified through an expert questionnaire conducted using analytic hierarchy process, and the weighted values of the control parameters were obtained. Simultaneously, seven environmental efficiency elements of the World Business Council for Sustainable Development and TRIZ 39 engineering parameters of the CSI project were used to establish the engineering parameters for the green production design. Furthermore, 40 inventive principles from a contradiction matrix were used to design an optimization strategy to develop and verify an innovation strategy of singular quality. Finally, the experimental results revealed that implementing the analytic hierarchy process coupled with the TRIZ innovative thinking mode and green production concept enables enterprises to reduce their consumption of raw materials and waste production during the design process. This approach effectively reduces the burden on the environment and thus facilitates industry competitiveness and sustainability.",Lan T.; Chuang K.; Chen Y.,Journal,Advances in Mechanical Engineering,2018-07-01,Yu Da University;Yuan Ze University,analytic hierarchy process ;  Automation ;  green innovation ;  green production ;  TRIZ
Integrating unbanked rural populations through frugal innovation: A case of Gramateller in India,"Vortex Engineering Private Limited is based at Chennai in Tamil Nadu state in southern part of India. This company came into news with its breakthrough innovation in manufacturing, selling, installing and servicing the world’s lowest power-consuming automated teller machines (ATMs), named, the GramatellerTM targeted at the semi-urban and rural segments of India. With a mission to help banks reach out gainfully to every nook and corner of the country, Vortex, after seven years of diligent research, has designed highly reliable, eco-friendly, easy to use and rugged ATM, which can save power up to 90 per cent and can be operated using solar power. The ATM hitherto was an unviable proposition in rural areas to any bank but GramatellerTM broke the stereotype with its low power-consuming ATM, which not only provided financial access to remote areas but also increased deposits in banks. The case presents a coherent depiction about the business, and growth of Gramateller, an innovation that is unique by virtue of its frugality, disruptivity and game-changing characteristics vis-à-vis its role in integrating isolated geographies. The facts are compiled from published sources.",Raju P.,Journal,South Asian Journal of Business and Management Cases,2018-07-01,"Symbiosis Law School, Hyderabad",Financial inclusion ;  Game-changing technology ;  Gramateller ;  Innovation ;  Societal integration
Deterministic lattice reduction on knapsacks with collision-free properties,"The knapsack problem is an important problem in computer science and had been used to design public key cryptosystems. Low-density subset sum algorithms are powerful tools to reduce the security of trapdoor knapsacks to the shortest vector problem (SVP) over lattices. Several knapsack ciphers Chor-Rivest, Okamoto-Tanaka-Uchiyama, and Kate-Goldberg were proposed to defend low-density attacks by utilising low-weight knapsack problems. Some evidence was also found on the vulnerabilities of the above three knapsack ciphers to lattice attacks. However, previous lattice-based cryptanalytic results have been established via a probabilistic approach. The authors investigate some collision-free properties and derive from the properties a deterministic reduction from the knapsack problems in the Chor-Rivest, Okamoto-Tanaka-Uchiyama, and Kate-Goldberg knapsack ciphers to SVP without imposing any restriction and assumption. To the best of the authors' knowledge, the proposed reduction is the first deterministic reduction from public key cryptographic knapsacks to SVP.",Ping Y.; Wang B.; Tian S.; Yang Y.; Du G.,Journal,IET Information Security,2018-07-01,Civil Aviation University of China;Xidian University;Xuchang University,
Global research trends in stem cells for osteoarthritis: a bibliometric and visualized study,"Aim: There have been increased interests in the use of stems cells in the research of osteoarthritis (OA). The present study aimed to investigate the global status and trends in this field. Method: Publications related to stem cells search in OA from 1994 to 2017 were retrieved from the Science Citation Index-Expanded Web of Science. The source data were studied and indexed using a bibliometric methodology. For visualized study, VOS viewer software was used to conduct bibliographic coupling, co-authorship, co-citation and co-occurrence analysis and to analyze the publication trends in stem cells for OA research. Result: A total of 1933 articles were included. The relative research interests and number of publications were globally increasing per year. The USA made the highest contributions to the global research with the most citations and the highest H-index. The journal Osteoarthritis and Cartilage had the highest publication number. The Tokyo Medical and Dental University, University of Pittsburgh and Shanghai Jiaotong University were the most contributive institutions. Studies could be divided into four clusters: mechanism study, animal study, clinical trials and tissue engineering. The clinical studies were predicted to be the next popular topic in this field. Conclusion: The number of publications about stem cells for OA would be increasing based on the current global trends. The USA was the largest contributor in this field. Most efforts could be put into clinical studies involving mesenchymal stem cells for OA, which may be the next hot spots in OA and stem cells research.",Xing D.; Zhao Y.; Dong S.; Lin J.,Journal,International Journal of Rheumatic Diseases,2018-07-01,Peking University People's Hospital;Yantai Yantaishan Hospital;Peking University,bibliometrics ;  global trend ;  osteoarthritis ;  stem cell ;  visualized study
Investigating the role of ICT intervention in grassroots innovation using structural equation modelling approach,"Research on information communication technologies (ICT) for entrepreneurship development is burgeoning, yet our understanding of the use of ICT in support of grassroots innovation remains unclear. This paper examines the moderating role of the use of ICT on the relationship between grassroots innovation (GRI) and entrepreneurial success (ES). The study involved 400 grassroots entrepreneurs selected from three states in India, and the moderating effect of the use of ICT was analysed using moderated structural equation modelling. The results revealed that the use of ICT partially moderates the relationship between the new learning practices and economic benefits. It also partially moderates the relationship between local solution and economic benefits, but it fully moderates the relationship between networking capabilities and economic benefits, where the relationship is stronger when the use of ICT is high. Furthermore, the study found that the use of ICT does not moderate the relationship between new learning practice and non-economic benefits, relationship between local solution and non-economic benefits and relationship between networking capabilities and non-economic benefits.",Singh S.; Sindhav B.; Eesley D.; Bhowmick B.,Journal,Sadhana - Academy Proceedings in Engineering Sciences,2018-07-01,University of Nebraska Omaha;Indian Institute of Technology Kharagpur,entrepreneurship development ;  grassroots innovation ;  Information communication technologies (ICT) ;  structural equation model
Exploring the impact of innovation implementation on supply chain configuration,"Considering the foreseen digital transformation and rapid dissemination of technological innovations, this paper investigates what happens along the supply chain (SC) when process and product innovation practices are implemented. The research examines the SC strategy and configuration of four product families; it considers the configuration to incorporate the whole range of SC functions and relationships. The paper addresses the little attention paid to the process innovation dimension in SC literature, and develops a framework capturing the dynamics between innovation implementation and configuration decisions and settings. The provided analyses guide practitioners on better management of innovation implementation along the supply chain.",Sabri Y.; Micheli G.; Nuur C.,Journal,Journal of Engineering and Technology Management - JET-M,2018-07-01,Politecnico di Milano;The Royal Institute of Technology (KTH),Configuration ;  Process innovation ;  Product innovation ;  Supply chain innovation ;  Supply chain transformation
Domestic energy consumption and climate change mitigation,"In this overview, we use domestic energy use as a lens through which to look at climate change mitigation. First, we provide a brief overview of research on domestic energy use, covering four main disciplines: engineering, economics, psychology, and sociology. We then discuss the results of empirical studies that examine how households may be encouraged to reduce their energy use and help mitigate climate change. We include research findings in three key areas: technological innovations, economic incentives, and informational interventions. We outline the effectiveness of each of these approaches in encouraging domestic energy conservation and provide instances where such approaches have not been effective. Building on this established body of knowledge on direct energy consumption (i.e., electricity, gas, and fuel consumption), we highlight applications for addressing indirect energy consumption (i.e., energy embedded in the products households consume) by discussing its implications for sustainable food consumption as a climate mitigation option. We conclude this overview by outlining how research from the four disciplines might be better integrated in future research to advance domestic energy conservation theory and empirical studies. This article is categorized under: Perceptions, Behavior, and Communication of Climate Change > Behavior Change and Responses.",Abrahamse W.; Shwom R.,Journal,Wiley Interdisciplinary Reviews: Climate Change,2018-07-01,School of Environmental and Biological Sciences;Victoria University of Wellington,climate change mitigation ;  domestic energy consumption
Using design strategies from microfluidic device patents to support idea generation,"Microfluidics has been an important method in providing answers to a wide variety of research questions in chemistry, biochemistry, and biology. Microfluidic designers benefit from instructional textbooks describing foundational principles and practices in developing microfluidic devices; however, these texts do not offer guidance about how to generate design concepts for microfluidic devices. Research on design in related fields, such as mechanical engineering, documents the difficulties engineers face when attempting to generate novel ideas. For microfluidic device designers, support during idea generation may lead to greater exploration of potential innovations in design. To investigate successful idea generation in microfluidics, we analyzed successful microfluidic US patents, selecting those with the key word “microfluidic” over a 2-year period. After analyzing the features and functions of 235 patents, we identified 36 distinct design strategies in microfluidic devices. We document each strategy, and demonstrate their usefulness in a concept generation study of practitioners in microfluidic design. While some of the identified design strategies may be familiar to microfluidic designers, exposure to this large set of strategies helped participants generate more diverse, creative, and unique microfluidic design concepts, which are considered best practices in idea generation.",Lee J.; Daly S.; Huang-Saad A.; Seifert C.; Lutz J.,Journal,Microfluidics and Nanofluidics,2018-07-01,"University of Michigan, Ann Arbor",Creativity ;  Design strategies ;  Idea generation ;  Microfluidics
The Imitator's Dilemma: Why Imitators Should Break Out of Imitation,"Imitation and innovation are two primary R&D approaches that firms follow in technology development, especially in R&D-intensive industries. That imitation and innovation share R&D resources and investments gives rise to what is coined in this article as the imitator's dilemma. The imitator's dilemma tells a story of why firms should break out of imitation-oriented R&D and move toward innovation-oriented R&D in order to sustain their innovation output and profit performance. This article contributes to the technology and innovation management literature by illuminating the imitator's dilemma both theoretically and empirically. To this end, this study develops and tests hypotheses to investigate the influence of a firm's imitation activity on its innovation output and profit performance, which represent a gap in the current literature. A longitudinal research design is followed on an unbalanced panel dataset between 1991 and 2010 from a sample of 227 firms in three R&D-intensive manufacturing industries in the United States, including computer, semiconductor, and pharmaceutical. The results of this research reveal a dilemma for imitators. Imitation activity can generate positive returns in terms of a firm's innovation output and return on assets ROA (a measure of short-term profits). However, these returns are unsustainable. Excessive levels of imitation activity within the firm results in negative returns in terms of its innovation output and ROA. Additionally, any level of imitation activity, low or high, negatively impacts a firm's Tobin's Q (a measure of long-term corporate valuation). Accordingly, this article makes novel contributions to the technology and innovation management literature by explaining the imitator's dilemma and how firms may effectively manage it.",Doha A.; Pagell M.; Swink M.; Johnston D.,Journal,Journal of Product Innovation Management,2018-07-01,Sprott School of Business;Schulich School of Business;Texas Christian University;Institute for Work and Health Toronto,
Does institutional pressure foster corporate green innovation? Evidence from China's top 100 companies,"The value of green innovation on achieving sustainable development is increasingly recognized in recent years. This paper explores whether and how external institutional pressure (including coercive pressure, normative pressure and mimetic pressure, though the last was not discussed in depth) promote green innovation and investigates the moderating effect of internal organizational slack by combining institutional theory and resource-based view. With the sample of China's top 100 listed companies from 2008 to 2014 and generalized estimating equations (GEE) approach, the findings supports the Porter Hypothesis that both coercive pressure and normative pressure have significant positive effects on corporate green innovation. Organizational slack positively moderates the relationship between coercive pressure and green innovation, but has no significant impact on the relationship between normative pressure and green innovation. Accordingly, the scientific value of this research is that it extends the debates on Porter Hypothesis and the role of organizational slacks. The results suggest that the government should strengthen the implementation of coercive tools, the media should play roles of “muckraking”, “catalyst” and the “vanguard” of public inquiry to insert normative pressure, and firms should rationally allocate slacks to improve green innovation.",Chen X.; Yi N.; Zhang L.; Li D.,Journal,Journal of Cleaner Production,2018-07-01,Hunan University of Technology and Business;Central South University,coercive pressure ;  green innovation ;  Institutional pressure ;  normative pressure ;  organizational slack ;  Porter hypothesis
Four Food and Drug Administration draft guidance documents and the REGROW Act: A litmus test for future changes in human cell- and tissue-based products regulatory policy in the United States?,"Modern regenerative medicine research has expanded well past the development of traditional drugs and medical devices with many promising new therapies encompassing an increasingly diverse range of substances, notably cell-based therapies. These substantial recent developments and the progress in the health care and therapeutics fields necessitate a new regulatory framework agile enough to accommodate these unique therapies and acknowledge their differences with traditional pharmaceuticals. In the United States, recent proposed changes in the regulatory framework for autologous human cells, tissues, and cellular and tissue-based products (HCT/Ps) and their perceived risk–benefit analysis for patients remain controversial in the scientific field. To provide perspective on of the current status of the most recent attempts to redefine and conceptualize these changes in the United States, we will examine 4 draft guidance documents implemented by the Food and Drug Administration in interpreting relevant concepts and terminology pertaining to HCT/Ps: the Bipartisan Policy Center think tank report, “Advancing Regenerative Cellular Therapy: Medical Innovation for Healthier Americans,” the proposed REGROW Act for HCT/Ps, and the current 24 Food and Drug Administration-approved HCT/Ps and related products in the United States.",Yano K.; Speidel A.; Yamato M.,Journal,Journal of Tissue Engineering and Regenerative Medicine,2018-07-01,Tokyo Women's Medical University;Waseda University,"accelerated approval ;  conditional and time-limited authorization ;  conditional market authorization ;  Food and Drug Administration (FDA) ;  guidance ;  human cells, tissues, and cellular and tissue-based products (HCT/Ps) ;  market authorization under exceptional circumstance"
Feedback by automatic assessment systems used in mathematics homework in the engineering field,"This research presents the results of the teaching innovation Dynamic Online Assessment System in Mathematics, which is implemented in higher education to promote self-study by students outside the classroom. The WIRIS calculator was integrated into the Moodle platform to create questions with random elements, for example, students had access to different variants of the same question. The effect of the type of feedback (immediate or deferred) on the work of the students on the platform, measured by means of participation, time spent, and grades obtained, was evaluated. We used a quasi-experimental methodology for a population of 5,507 students, distributed in 229 courses on four campuses that learn Mathematics I in engineering programs. Immediate feedback exhibits better work of students on the platform, but this work is not necessarily more efficient in comparison with the work performed by students using assessments online assessment with deferred feedback.",Gaona J.; Reguant M.; Valdivia I.; Vásquez M.; Sancho-Vinuesa T.,Journal,Computer Applications in Engineering Education,2018-07-01,Université Paris Cité;LDAR - Laboratoire de Didactique André Revuz;Universidad de Chile;Universitat Oberta de Catalunya;Universitat de Barcelona,automatic assessment tools ;  educational innovation ;  feedback ;  mathematics assessment ;  web-based homework
